Date,Value
1964-01-01,123.2
1964-02-01,123.1
1964-03-01,122.6
1964-04-01,120.37
1964-05-01,123.81
1964-06-01,123.69
1964-07-01,124.2
1964-08-01,125.94
1964-09-01,124.37
1964-10-01,122.64
1964-11-01,122.38
1964-12-01,123.43
1965-01-01,122.89
1965-02-01,122.43
1965-03-01,121.37
1965-04-01,118.64
1965-05-01,119.62
1965-06-01,119.79
1965-07-01,119.11
1965-08-01,119.54
1965-09-01,119.26
1965-10-01,119.06
1965-11-01,120.01
1965-12-01,120.47
1966-01-01,121.29
1966-02-01,119.68
1966-03-01,118.44
1966-04-01,118.0
1966-05-01,117.64
1966-06-01,117.55
1966-07-01,117.62
1966-08-01,118.45
1966-09-01,117.03
1966-10-01,115.74
1966-11-01,117.35
1966-12-01,117.66
1967-01-01,118.6
1967-02-01,118.29
1967-03-01,117.31
1967-04-01,114.97
1967-05-01,116.12
1967-06-01,117.22
1967-07-01,118.61
1967-08-01,117.43
1967-09-01,117.43
1967-10-01,116.75
1967-11-01,118.16
1967-12-01,119.7
1968-01-01,118.99
1968-02-01,117.27
1968-03-01,116.67
1968-04-01,115.81
1968-05-01,114.39
1968-06-01,114.16
1968-07-01,114.27
1968-08-01,114.55
1968-09-01,113.05
1968-10-01,112.44
1968-11-01,111.95
1968-12-01,111.75
1969-01-01,111.15
1969-02-01,110.55
1969-03-01,110.5
1969-04-01,109.63
1969-05-01,110.6
1969-06-01,109.67
1969-07-01,108.62
1969-08-01,108.46
1969-09-01,108.13
1969-10-01,105.85
1969-11-01,107.11
1969-12-01,108.19
1970-01-01,105.64
1970-02-01,105.59
1970-03-01,103.47
1970-04-01,102.88
1970-05-01,102.96
1970-06-01,102.64
1970-07-01,103.31
1970-08-01,102.79
1970-09-01,101.57
1970-10-01,100.9
1970-11-01,100.56
1970-12-01,100.79
1971-01-01,102.82
1971-02-01,100.72
1971-03-01,99.82
1971-04-01,98.16
1971-05-01,98.7
1971-06-01,98.55
1971-07-01,99.22
1971-08-01,97.84
1971-09-01,96.1
1971-10-01,94.52
1971-11-01,94.97
1971-12-01,98.35
1972-01-01,98.94
1972-02-01,98.1
1972-03-01,97.61
1972-04-01,96.51
1972-05-01,96.51
1972-06-01,96.84
1972-07-01,98.1
1972-08-01,98.67
1972-09-01,99.33
1972-10-01,99.41
1972-11-01,100.5
1972-12-01,102.33
1973-01-01,101.15
1973-02-01,105.01
1973-03-01,107.13
1973-04-01,108.28
1973-05-01,111.29
1973-06-01,119.27
1973-07-01,125.82
1973-08-01,126.31
1973-09-01,123.22
1973-10-01,126.32
1973-11-01,127.85
1973-12-01,125.47
1974-01-01,128.03
1974-02-01,128.47
1974-03-01,127.91
1974-04-01,125.73
1974-05-01,125.22
1974-06-01,124.1
1974-07-01,123.29
1974-08-01,123.59
1974-09-01,123.82
1974-10-01,125.9
1974-11-01,128.98
1974-12-01,127.87
1975-01-01,129.44
1975-02-01,129.71
1975-03-01,126.83
1975-04-01,123.53
1975-05-01,124.14
1975-06-01,122.8
1975-07-01,117.79
1975-08-01,115.96
1975-09-01,114.48
1975-10-01,113.13
1975-11-01,113.2
1975-12-01,113.26
1976-01-01,112.37
1976-02-01,111.5
1976-03-01,109.83
1976-04-01,108.12
1976-05-01,108.36
1976-06-01,107.83
1976-07-01,106.68
1976-08-01,106.14
1976-09-01,104.66
1976-10-01,104.74
1976-11-01,105.45
1976-12-01,105.23
1977-01-01,105.09
1977-02-01,104.3
1977-03-01,102.31
1977-04-01,99.74
1977-05-01,100.01
1977-06-01,99.23
1977-07-01,99.05
1977-08-01,100.52
1977-09-01,100.78
1977-10-01,98.42
1977-11-01,99.34
1977-12-01,101.3
1978-01-01,99.9
1978-02-01,100.06
1978-03-01,97.51
1978-04-01,95.69
1978-05-01,95.95
1978-06-01,94.44
1978-07-01,93.49
1978-08-01,93.46
1978-09-01,92.93
1978-10-01,93.12
1978-11-01,94.91
1978-12-01,95.52
1979-01-01,95.11
1979-02-01,94.49
1979-03-01,93.75
1979-04-01,93.36
1979-05-01,93.33
1979-06-01,93.25
1979-07-01,93.7
1979-08-01,95.14
1979-09-01,95.94
1979-10-01,95.8
1979-11-01,96.78
1979-12-01,96.12
1980-01-01,95.36
1980-02-01,96.51
1980-03-01,95.91
1980-04-01,94.2
1980-05-01,93.29
1980-06-01,92.78
1980-07-01,93.61
1980-08-01,93.8
1980-09-01,92.07
1980-10-01,92.66
1980-11-01,93.91
1980-12-01,93.25
1981-01-01,92.57
1981-02-01,94.77
1981-03-01,94.3
1981-04-01,96.32
1981-05-01,97.23
1981-06-01,98.9
1981-07-01,101.08
1981-08-01,102.65
1981-09-01,101.1
1981-10-01,102.37
1981-11-01,102.98
1981-12-01,103.71
1982-01-01,105.09
1982-02-01,104.05
1982-03-01,103.4
1982-04-01,103.1
1982-05-01,102.83
1982-06-01,103.42
1982-07-01,103.53
1982-08-01,103.69
1982-09-01,103.53
1982-10-01,102.98
1982-11-01,103.18
1982-12-01,103.17
1983-01-01,105.1
1983-02-01,106.16
1983-03-01,105.95
1983-04-01,104.56
1983-05-01,104.63
1983-06-01,103.96
1983-07-01,104.11
1983-08-01,104.79
1983-09-01,104.44
1983-10-01,102.3
1983-11-01,104.0
1983-12-01,105.19
1984-01-01,106.35
1984-02-01,106.35
1984-03-01,105.05
1984-04-01,105.3
1984-05-01,105.73
1984-06-01,105.86
1984-07-01,106.56
1984-08-01,106.95
1984-09-01,106.28
1984-10-01,106.42
1984-11-01,105.56
1984-12-01,106.17
1985-01-01,106.51
1985-02-01,106.1
1985-03-01,105.8
1985-04-01,104.06
1985-05-01,103.83
1985-06-01,102.83
1985-07-01,101.53
