Date,Value
1964-01-01,81.83
1964-02-01,81.55
1964-03-01,81.52
1964-04-01,82.61
1964-05-01,82.97
1964-06-01,82.77
1964-07-01,82.44
1964-08-01,82.04
1964-09-01,81.62
1964-10-01,82.84
1964-11-01,82.49
1964-12-01,82.27
1965-01-01,83.29
1965-02-01,83.12
1965-03-01,82.8
1965-04-01,83.89
1965-05-01,83.68
1965-06-01,83.22
1965-07-01,85.39
1965-08-01,85.22
1965-09-01,85.21
1965-10-01,86.45
1965-11-01,86.17
1965-12-01,85.88
1966-01-01,86.92
1966-02-01,86.53
1966-03-01,86.31
1966-04-01,87.58
1966-05-01,87.09
1966-06-01,86.95
1966-07-01,87.31
1966-08-01,87.1
1966-09-01,87.18
1966-10-01,88.43
1966-11-01,87.91
1966-12-01,87.79
1967-01-01,88.35
1967-02-01,87.99
1967-03-01,87.73
1967-04-01,88.69
1967-05-01,88.34
1967-06-01,88.11
1967-07-01,93.82
1967-08-01,93.54
1967-09-01,93.32
1967-10-01,94.73
1967-11-01,92.7
1967-12-01,89.49
1968-01-01,89.75
1968-02-01,89.57
1968-03-01,89.38
1968-04-01,91.7
1968-05-01,91.43
1968-06-01,91.32
1968-07-01,91.21
1968-08-01,90.99
1968-09-01,90.73
1968-10-01,90.78
1968-11-01,90.43
1968-12-01,90.43
1969-01-01,90.11
1969-02-01,89.72
1969-03-01,89.59
1969-04-01,89.86
1969-05-01,89.59
1969-06-01,89.59
1969-07-01,90.29
1969-08-01,90.7
1969-09-01,90.61
1969-10-01,90.69
1969-11-01,90.46
1969-12-01,90.08
1970-01-01,90.16
1970-02-01,89.72
1970-03-01,89.18
1970-04-01,89.74
1970-05-01,89.54
1970-06-01,89.32
1970-07-01,91.44
1970-08-01,91.08
1970-09-01,90.67
1970-10-01,91.44
1970-11-01,91.03
1970-12-01,90.76
1971-01-01,89.71
1971-02-01,89.23
1971-03-01,88.76
1971-04-01,90.11
1971-05-01,89.22
1971-06-01,88.84
1971-07-01,89.68
1971-08-01,89.22
1971-09-01,89.13
1971-10-01,90.19
1971-11-01,89.8
1971-12-01,89.18
1972-01-01,89.43
1972-02-01,88.57
1972-03-01,88.02
1972-04-01,89.35
1972-05-01,88.98
1972-06-01,88.69
1972-07-01,90.63
1972-08-01,90.63
1972-09-01,89.86
1972-10-01,92.3
1972-11-01,92.67
1972-12-01,92.72
1973-01-01,92.93
1973-02-01,93.33
1973-03-01,94.72
1973-04-01,96.48
1973-05-01,95.17
1973-06-01,96.21
1973-07-01,99.72
1973-08-01,98.71
1973-09-01,98.22
1973-10-01,101.44
1973-11-01,98.74
1973-12-01,96.53
1974-01-01,96.69
1974-02-01,96.67
1974-03-01,95.97
1974-04-01,99.43
1974-05-01,100.21
1974-06-01,99.38
1974-07-01,102.64
1974-08-01,101.35
1974-09-01,98.45
1974-10-01,102.65
1974-11-01,102.65
1974-12-01,102.21
1975-01-01,102.23
1975-02-01,102.35
1975-03-01,102.28
1975-04-01,102.1
1975-05-01,102.52
1975-06-01,103.12
1975-07-01,101.58
1975-08-01,100.13
1975-09-01,99.88
1975-10-01,97.72
1975-11-01,97.9
1975-12-01,97.32
1976-01-01,96.04
1976-02-01,96.33
1976-03-01,101.33
1976-04-01,103.45
1976-05-01,103.7
1976-06-01,102.75
1976-07-01,101.87
1976-08-01,102.71
1976-09-01,105.68
1976-10-01,107.46
1976-11-01,107.72
1976-12-01,107.5
1977-01-01,105.21
1977-02-01,104.07
1977-03-01,105.2
1977-04-01,103.04
1977-05-01,103.18
1977-06-01,102.02
1977-07-01,102.0
1977-08-01,101.83
1977-09-01,101.04
1977-10-01,103.41
1977-11-01,102.64
1977-12-01,102.92
1978-01-01,103.46
1978-02-01,104.41
1978-03-01,104.9
1978-04-01,104.47
1978-05-01,104.94
1978-06-01,104.39
1978-07-01,102.54
