Date,Value
1964-01-01,115.86
1964-02-01,115.48
1964-03-01,115.32
1964-04-01,114.68
1964-05-01,117.9
1964-06-01,118.63
1964-07-01,118.87
1964-08-01,117.94
1964-09-01,117.32
1964-10-01,116.49
1964-11-01,116.7
1964-12-01,116.29
1965-01-01,115.45
1965-02-01,115.41
1965-03-01,115.7
1965-04-01,115.12
1965-05-01,115.0
1965-06-01,115.43
1965-07-01,115.63
1965-08-01,115.19
1965-09-01,114.55
1965-10-01,114.51
1965-11-01,114.32
1965-12-01,114.15
1966-01-01,113.55
1966-02-01,113.83
1966-03-01,113.9
1966-04-01,113.84
1966-05-01,113.64
1966-06-01,113.6
1966-07-01,113.68
1966-08-01,114.31
1966-09-01,113.66
1966-10-01,114.04
1966-11-01,114.27
1966-12-01,113.76
1967-01-01,113.08
1967-02-01,112.74
1967-03-01,112.76
1967-04-01,112.6
1967-05-01,112.88
1967-06-01,112.98
1967-07-01,112.99
1967-08-01,112.68
1967-09-01,112.26
1967-10-01,112.39
1967-11-01,113.09
1967-12-01,113.94
1968-01-01,114.02
1968-02-01,114.22
1968-03-01,114.29
1968-04-01,114.03
1968-05-01,114.25
1968-06-01,114.72
1968-07-01,114.84
1968-08-01,114.52
1968-09-01,114.18
1968-10-01,114.47
1968-11-01,114.35
1968-12-01,114.86
1969-01-01,114.63
1969-02-01,115.08
1969-03-01,115.55
1969-04-01,115.39
1969-05-01,115.64
1969-06-01,116.05
1969-07-01,116.06
1969-08-01,116.3
1969-09-01,116.09
1969-10-01,115.15
1969-11-01,115.94
1969-12-01,115.92
1970-01-01,115.08
1970-02-01,115.32
1970-03-01,115.24
1970-04-01,115.39
1970-05-01,115.71
1970-06-01,115.55
1970-07-01,115.48
1970-08-01,114.75
1970-09-01,114.41
1970-10-01,114.4
1970-11-01,114.86
1970-12-01,115.03
1971-01-01,113.63
1971-02-01,113.39
1971-03-01,113.26
1971-04-01,112.83
1971-05-01,112.94
1971-06-01,113.67
1971-07-01,114.01
1971-08-01,112.87
1971-09-01,110.26
1971-10-01,109.19
1971-11-01,108.99
1971-12-01,107.51
1972-01-01,105.91
1972-02-01,104.68
1972-03-01,103.83
1972-04-01,103.65
1972-05-01,103.43
1972-06-01,103.14
1972-07-01,103.56
1972-08-01,102.8
1972-09-01,102.55
1972-10-01,103.19
1972-11-01,103.66
1972-12-01,103.49
1973-01-01,103.08
1973-02-01,98.86
1973-03-01,95.87
1973-04-01,95.88
1973-05-01,94.88
1973-06-01,93.41
1973-07-01,91.29
1973-08-01,93.13
1973-09-01,92.23
1973-10-01,91.62
1973-11-01,93.66
1973-12-01,93.96
1974-01-01,95.26
1974-02-01,92.39
1974-03-01,90.85
1974-04-01,89.01
1974-05-01,88.79
1974-06-01,89.8
1974-07-01,90.14
1974-08-01,91.6
1974-09-01,91.79
1974-10-01,91.09
1974-11-01,90.34
1974-12-01,90.63
1975-01-01,89.47
1975-02-01,88.48
1975-03-01,87.68
1975-04-01,88.05
1975-05-01,87.64
1975-06-01,87.72
1975-07-01,89.96
1975-08-01,91.09
1975-09-01,91.1
1975-10-01,90.81
1975-11-01,91.0
1975-12-01,91.6
1976-01-01,90.53
1976-02-01,89.72
1976-03-01,89.82
1976-04-01,89.5
1976-05-01,89.71
1976-06-01,90.08
1976-07-01,89.65
1976-08-01,89.68
1976-09-01,91.32
1976-10-01,91.51
1976-11-01,92.56
1976-12-01,91.3
1977-01-01,90.27
1977-02-01,90.8
1977-03-01,90.68
1977-04-01,90.04
1977-05-01,89.79
1977-06-01,89.63
1977-07-01,88.58
1977-08-01,88.66
1977-09-01,88.4
1977-10-01,87.21
1977-11-01,86.49
1977-12-01,85.15
1978-01-01,84.3
1978-02-01,84.01
1978-03-01,83.33
1978-04-01,82.85
1978-05-01,83.73
1978-06-01,82.88
1978-07-01,80.72
1978-08-01,79.21
1978-09-01,79.42
1978-10-01,78.05
1978-11-01,79.83
1978-12-01,80.24
1979-01-01,80.14
1979-02-01,80.98
1979-03-01,81.22
1979-04-01,82.05
1979-05-01,82.85
1979-06-01,83.18
1979-07-01,81.75
1979-08-01,82.5
1979-09-01,82.5
1979-10-01,83.47
1979-11-01,85.19
1979-12-01,84.1
1980-01-01,83.79
1980-02-01,84.6
1980-03-01,87.24
1980-04-01,87.64
1980-05-01,84.35
1980-06-01,82.86
1980-07-01,82.16
1980-08-01,83.02
1980-09-01,81.87
1980-10-01,82.09
1980-11-01,83.71
1980-12-01,84.61
1981-01-01,83.29
1981-02-01,85.66
1981-03-01,85.83
1981-04-01,86.94
1981-05-01,89.33
1981-06-01,90.93
1981-07-01,93.33
1981-08-01,94.96
1981-09-01,93.05
1981-10-01,91.97
1981-11-01,90.29
1981-12-01,90.07
1982-01-01,90.77
1982-02-01,94.08
1982-03-01,96.89
1982-04-01,97.32
1982-05-01,95.67
1982-06-01,100.12
1982-07-01,101.24
1982-08-01,104.11
1982-09-01,102.82
1982-10-01,103.81
1982-11-01,103.38
1982-12-01,101.54
1983-01-01,101.9
1983-02-01,102.37
1983-03-01,102.19
1983-04-01,102.39
1983-05-01,102.08
1983-06-01,103.5
1983-07-01,103.88
1983-08-01,105.19
1983-09-01,104.86
1983-10-01,102.87
1983-11-01,103.78
1983-12-01,104.83
1984-01-01,105.41
1984-02-01,104.06
1984-03-01,102.22
1984-04-01,102.94
1984-05-01,104.92
1984-06-01,105.56
1984-07-01,108.52
1984-08-01,108.85
1984-09-01,110.78
1984-10-01,111.56
1984-11-01,110.13
1984-12-01,111.82
1985-01-01,113.04
1985-02-01,115.85
1985-03-01,116.27
1985-04-01,112.39
1985-05-01,113.02
1985-06-01,112.06
1985-07-01,110.75
1985-08-01,109.72
1985-09-01,110.94
