Date,Value
1994-01-01,95.35
1994-02-01,95.31
1994-03-01,94.18
1994-04-01,95.39
1994-05-01,95.99
1994-06-01,96.68
1994-07-01,96.35
1994-08-01,96.5
1994-09-01,96.57
1994-10-01,97.06
1994-11-01,97.89
1994-12-01,98.55
1995-01-01,98.75
1995-02-01,97.96
1995-03-01,97.2
1995-04-01,96.33
1995-05-01,97.02
1995-06-01,96.6
1995-07-01,96.83
1995-08-01,98.17
1995-09-01,97.83
1995-10-01,98.13
1995-11-01,99.43
1995-12-01,99.12
1996-01-01,99.47
1996-02-01,100.54
1996-03-01,100.04
1996-04-01,99.9
1996-05-01,100.29
1996-06-01,100.72
1996-07-01,100.1
1996-08-01,99.79
1996-09-01,100.27
1996-10-01,100.43
1996-11-01,100.99
1996-12-01,101.96
1997-01-01,102.53
1997-02-01,103.42
1997-03-01,101.83
1997-04-01,102.16
1997-05-01,101.48
1997-06-01,101.63
1997-07-01,102.23
1997-08-01,101.66
1997-09-01,102.05
1997-10-01,100.74
1997-11-01,100.77
1997-12-01,101.77
1998-01-01,100.8
1998-02-01,102.5
1998-03-01,103.03
1998-04-01,103.32
1998-05-01,101.57
1998-06-01,100.69
1998-07-01,100.26
1998-08-01,97.69
1998-09-01,95.95
1998-10-01,96.8
1998-11-01,96.49
1998-12-01,94.77
1999-01-01,92.99
1999-02-01,93.11
1999-03-01,92.45
1999-04-01,93.18
1999-05-01,93.41
1999-06-01,93.4
1999-07-01,94.17
1999-08-01,94.24
1999-09-01,92.59
1999-10-01,92.74
1999-11-01,93.14
1999-12-01,92.69
2000-01-01,92.97
2000-02-01,92.86
2000-03-01,91.62
2000-04-01,92.16
2000-05-01,92.45
2000-06-01,91.61
2000-07-01,92.12
2000-08-01,93.98
2000-09-01,93.33
2000-10-01,93.71
2000-11-01,94.53
2000-12-01,95.1
2001-01-01,95.28
2001-02-01,94.81
2001-03-01,94.81
2001-04-01,93.86
2001-05-01,93.15
2001-06-01,93.08
2001-07-01,93.66
2001-08-01,94.9
2001-09-01,94.84
2001-10-01,92.11
2001-11-01,91.41
2001-12-01,91.38
2002-01-01,91.74
2002-02-01,92.41
2002-03-01,91.74
2002-04-01,91.08
2002-05-01,91.15
2002-06-01,90.64
2002-07-01,90.89
2002-08-01,91.19
2002-09-01,90.62
2002-10-01,90.21
2002-11-01,90.49
2002-12-01,90.58
2003-01-01,90.22
2003-02-01,89.24
2003-03-01,88.9
2003-04-01,87.68
2003-05-01,87.52
2003-06-01,87.13
2003-07-01,87.23
2003-08-01,87.67
2003-09-01,87.01
2003-10-01,85.91
2003-11-01,86.28
2003-12-01,86.17
2004-01-01,85.85
2004-02-01,87.19
2004-03-01,86.42
2004-04-01,87.58
2004-05-01,87.29
2004-06-01,86.05
2004-07-01,86.37
2004-08-01,86.37
2004-09-01,87.12
2004-10-01,87.08
2004-11-01,86.69
2004-12-01,86.04
2005-01-01,85.55
2005-02-01,85.81
2005-03-01,85.43
2005-04-01,85.3
2005-05-01,85.25
2005-06-01,84.48
2005-07-01,85.34
2005-08-01,85.75
2005-09-01,84.73
2005-10-01,84.86
2005-11-01,85.18
2005-12-01,85.99
2006-01-01,86.22
2006-02-01,86.54
2006-03-01,86.26
2006-04-01,86.6
2006-05-01,86.16
2006-06-01,85.83
2006-07-01,86.69
2006-08-01,86.71
2006-09-01,86.46
