Date,Value
1994-01-01,100.31
1994-02-01,100.19
1994-03-01,99.32
1994-04-01,99.83
1994-05-01,99.94
1994-06-01,99.66
1994-07-01,98.36
1994-08-01,98.61
1994-09-01,97.97
1994-10-01,97.96
1994-11-01,98.45
1994-12-01,99.73
1995-01-01,98.92
1995-02-01,98.9
1995-03-01,96.77
1995-04-01,95.19
1995-05-01,95.7
1995-06-01,96.09
1995-07-01,96.73
1995-08-01,99.45
1995-09-01,101.13
1995-10-01,101.14
1995-11-01,101.53
1995-12-01,101.67
1996-01-01,102.21
1996-02-01,102.77
1996-03-01,102.91
1996-04-01,103.87
1996-05-01,104.05
1996-06-01,105.07
1996-07-01,105.18
1996-08-01,104.44
1996-09-01,105.65
1996-10-01,106.9
1996-11-01,106.85
1996-12-01,107.89
1997-01-01,108.58
1997-02-01,110.89
1997-03-01,111.7
1997-04-01,112.63
1997-05-01,112.09
1997-06-01,111.82
1997-07-01,114.35
1997-08-01,116.45
1997-09-01,117.08
1997-10-01,118.95
1997-11-01,121.14
1997-12-01,127.0
1998-01-01,131.45
1998-02-01,128.51
1998-03-01,127.77
1998-04-01,127.92
1998-05-01,129.09
1998-06-01,131.65
1998-07-01,131.8
1998-08-01,132.2
1998-09-01,129.02
1998-10-01,122.3
1998-11-01,121.25
1998-12-01,119.64
1999-01-01,120.13
1999-02-01,120.92
1999-03-01,121.81
1999-04-01,121.12
1999-05-01,121.17
1999-06-01,121.07
1999-07-01,119.26
1999-08-01,116.65
1999-09-01,115.96
1999-10-01,115.26
1999-11-01,114.83
1999-12-01,114.27
2000-01-01,112.79
2000-02-01,113.42
2000-03-01,113.28
2000-04-01,113.33
2000-05-01,115.16
2000-06-01,113.47
2000-07-01,113.95
2000-08-01,114.05
2000-09-01,114.42
2000-10-01,115.54
2000-11-01,116.05
2000-12-01,115.33
2001-01-01,114.63
2001-02-01,113.65
2001-03-01,115.33
2001-04-01,116.97
2001-05-01,116.63
2001-06-01,117.64
2001-07-01,118.28
2001-08-01,115.41
2001-09-01,114.81
2001-10-01,115.54
2001-11-01,116.2
2001-12-01,113.93
2002-01-01,114.88
2002-02-01,115.22
2002-03-01,114.94
2002-04-01,113.74
2002-05-01,111.11
2002-06-01,109.34
2002-07-01,107.42
2002-08-01,107.73
2002-09-01,107.43
2002-10-01,108.18
2002-11-01,106.76
2002-12-01,105.93
2003-01-01,103.88
2003-02-01,103.28
2003-03-01,103.27
2003-04-01,103.27
2003-05-01,100.02
2003-06-01,99.18
2003-07-01,98.92
2003-08-01,99.0
2003-09-01,98.04
2003-10-01,97.32
2003-11-01,97.17
2003-12-01,95.97
2004-01-01,94.9
2004-02-01,93.61
2004-03-01,94.22
2004-04-01,94.21
2004-05-01,94.84
2004-06-01,94.11
2004-07-01,93.69
2004-08-01,93.78
2004-09-01,93.36
2004-10-01,92.86
2004-11-01,91.08
2004-12-01,89.9
2005-01-01,89.63
2005-02-01,89.45
2005-03-01,88.84
2005-04-01,89.68
2005-05-01,89.78
2005-06-01,91.72
2005-07-01,92.46
2005-08-01,91.07
2005-09-01,91.52
2005-10-01,92.57
2005-11-01,93.8
2005-12-01,93.37
2006-01-01,91.54
2006-02-01,91.35
2006-03-01,91.45
2006-04-01,90.53
2006-05-01,88.79
2006-06-01,89.99
2006-07-01,89.92
2006-08-01,89.34
2006-09-01,89.48
2006-10-01,89.78
2006-11-01,88.9
2006-12-01,88.03
2007-01-01,88.33
2007-02-01,86.4
2007-03-01,87.15
2007-04-01,85.46
2007-05-01,85.08
2007-06-01,85.65
2007-07-01,84.67
2007-08-01,84.5
2007-09-01,84.05
2007-10-01,83.97
2007-11-01,82.42
2007-12-01,82.76
2008-01-01,80.77
2008-02-01,81.01
2008-03-01,79.13
2008-04-01,78.64
2008-05-01,79.24
2008-06-01,79.58
2008-07-01,79.4
2008-08-01,80.06
2008-09-01,80.78
2008-10-01,83.87
2008-11-01,87.57
2008-12-01,86.29
2009-01-01,86.68
2009-02-01,87.82
2009-03-01,88.87
2009-04-01,87.45
2009-05-01,85.02
2009-06-01,84.04
2009-07-01,83.73
2009-08-01,81.54
2009-09-01,81.01
2009-10-01,81.75
2009-11-01,81.15
2009-12-01,81.87
2010-01-01,81.65
2010-02-01,82.99
2010-03-01,82.26
2010-04-01,81.95
2010-05-01,83.1
2010-06-01,83.94
2010-07-01,80.43
2010-08-01,79.32
2010-09-01,78.5
2010-10-01,78.48
2010-11-01,78.81
2010-12-01,79.37
2011-01-01,78.69
2011-02-01,78.59
2011-03-01,77.79
2011-04-01,77.26
2011-05-01,77.1
2011-06-01,77.02
2011-07-01,76.23
2011-08-01,73.84
2011-09-01,75.83
2011-10-01,78.8
2011-11-01,79.38
2011-12-01,80.56
2012-01-01,80.83
2012-02-01,79.57
2012-03-01,80.07
2012-04-01,80.17
2012-05-01,81.09
2012-06-01,82.15
2012-07-01,80.45
2012-08-01,79.67
2012-09-01,78.58
2012-10-01,80.46
2012-11-01,81.09
2012-12-01,80.95
2013-01-01,81.36
2013-02-01,82.17
2013-03-01,82.79
2013-04-01,83.5
2013-05-01,83.85
2013-06-01,83.89
2013-07-01,84.94
2013-08-01,82.66
2013-09-01,82.51
2013-10-01,83.64
2013-11-01,84.25
2013-12-01,84.71
2014-01-01,85.38
2014-02-01,85.3
2014-03-01,85.01
2014-04-01,85.47
2014-05-01,85.05
2014-06-01,85.27
2014-07-01,85.77
2014-08-01,84.01
2014-09-01,87.36
2014-10-01,89.22
2014-11-01,90.81
2014-12-01,92.23
2015-01-01,93.03
2015-02-01,93.94
2015-03-01,94.62
2015-04-01,93.26
2015-05-01,92.55
2015-06-01,92.94
2015-07-01,94.16
2015-08-01,93.56
2015-09-01,95.9
2015-10-01,96.84
2015-11-01,98.4
2015-12-01,98.87
2016-01-01,99.64
2016-02-01,99.39
2016-03-01,98.04
2016-04-01,95.82
2016-05-01,96.35
2016-06-01,96.04
2016-07-01,97.01
2016-08-01,96.27
2016-09-01,96.64
2016-10-01,97.78
2016-11-01,99.68
2016-12-01,101.39
2017-01-01,100.81
2017-02-01,99.63
2017-03-01,99.6
2017-04-01,99.37
2017-05-01,98.55
2017-06-01,97.5
2017-07-01,97.27
2017-08-01,95.89
2017-09-01,94.77
2017-10-01,95.95
2017-11-01,95.89
2017-12-01,95.33
2018-01-01,93.34
2018-02-01,93.14
2018-03-01,92.8
2018-04-01,92.88
2018-05-01,94.41
2018-06-01,95.42
2018-07-01,97.19
2018-08-01,97.77
2018-09-01,98.01
2018-10-01,98.94
2018-11-01,99.35
2018-12-01,99.43
2019-01-01,98.27
2019-02-01,98.32
2019-03-01,97.85
2019-04-01,98.64
2019-05-01,99.17
2019-06-01,99.8
2019-07-01,100.16
2019-08-01,101.1
2019-09-01,101.19
2019-10-01,100.72
2019-11-01,100.26
2019-12-01,100.1
2020-01-01,97.69
2020-02-01,101.35
2020-03-01,102.94
2020-04-01,104.66
2020-05-01,104.21
2020-06-01,102.61
2020-07-01,98.66
2020-08-01,99.31
2020-09-01,96.56
2020-10-01,98.56
2020-11-01,97.71
2020-12-01,95.75
2021-01-01,96.21
2021-02-01,96.12
2021-03-01,97.14
2021-04-01,97.37
2021-05-01,96.07
2021-06-01,95.96
2021-07-01,97.04
2021-08-01,96.69
2021-09-01,94.05
2021-10-01,96.58
2021-11-01,96.35
2021-12-01,96.39
2022-01-01,96.05
