Date,Value
1964-01-01,92.47
1964-02-01,94.93
1964-03-01,91.8
1964-04-01,89.89
1964-05-01,95.51
1964-06-01,96.66
1964-07-01,97.48
1964-08-01,96.35
1964-09-01,99.29
1964-10-01,100.08
1964-11-01,100.73
1964-12-01,95.9
1965-01-01,92.65
1965-02-01,93.51
1965-03-01,94.37
1965-04-01,93.72
1965-05-01,93.67
1965-06-01,93.49
1965-07-01,95.47
1965-08-01,95.16
1965-09-01,95.61
1965-10-01,96.22
1965-11-01,95.31
1965-12-01,93.05
1966-01-01,93.42
1966-02-01,93.12
1966-03-01,92.89
1966-04-01,92.22
1966-05-01,92.01
1966-06-01,94.39
1966-07-01,97.77
1966-08-01,94.05
1966-09-01,93.45
1966-10-01,91.16
1966-11-01,91.4
1966-12-01,92.01
1967-01-01,94.1
1967-02-01,93.72
1967-03-01,92.64
1967-04-01,93.19
1967-05-01,91.37
1967-06-01,95.57
1967-07-01,95.32
1967-08-01,101.86
1967-09-01,102.77
1967-10-01,94.78
1967-11-01,94.06
1967-12-01,89.71
1968-01-01,90.09
1968-02-01,91.52
1968-03-01,88.59
1968-04-01,89.83
1968-05-01,88.12
1968-06-01,90.01
1968-07-01,90.6
1968-08-01,90.65
1968-09-01,90.81
1968-10-01,88.04
1968-11-01,85.2
1968-12-01,86.18
1969-01-01,87.92
1969-02-01,89.92
1969-03-01,89.43
1969-04-01,87.51
1969-05-01,85.86
1969-06-01,87.92
1969-07-01,88.17
1969-08-01,92.34
1969-09-01,88.84
1969-10-01,87.35
1969-11-01,86.16
1969-12-01,86.66
1970-01-01,87.46
1970-02-01,87.72
1970-03-01,89.28
1970-04-01,86.44
1970-05-01,88.67
1970-06-01,89.37
1970-07-01,88.98
1970-08-01,91.4
1970-09-01,92.58
1970-10-01,91.96
1970-11-01,89.08
1970-12-01,86.53
1971-01-01,89.02
1971-02-01,86.73
1971-03-01,87.09
1971-04-01,84.71
1971-05-01,85.62
1971-06-01,88.09
1971-07-01,88.43
1971-08-01,92.26
1971-09-01,89.4
1971-10-01,87.97
1971-11-01,86.54
1971-12-01,86.82
1972-01-01,90.3
1972-02-01,90.26
1972-03-01,87.89
1972-04-01,87.42
1972-05-01,90.58
1972-06-01,90.31
1972-07-01,87.76
1972-08-01,89.88
1972-09-01,90.54
1972-10-01,88.94
1972-11-01,90.94
1972-12-01,89.48
1973-01-01,90.38
1973-02-01,100.71
1973-03-01,97.94
1973-04-01,96.74
1973-05-01,97.07
1973-06-01,100.93
1973-07-01,102.69
1973-08-01,104.62
1973-09-01,106.2
1973-10-01,102.77
1973-11-01,99.41
1973-12-01,99.68
1974-01-01,104.93
1974-02-01,102.89
1974-03-01,102.33
1974-04-01,98.88
1974-05-01,98.04
1974-06-01,100.08
1974-07-01,101.77
1974-08-01,101.41
1974-09-01,100.68
1974-10-01,100.68
1974-11-01,101.81
1974-12-01,102.87
1975-01-01,101.39
1975-02-01,102.99
1975-03-01,98.63
1975-04-01,95.69
1975-05-01,95.24
1975-06-01,95.03
1975-07-01,94.17
1975-08-01,94.59
1975-09-01,95.15
1975-10-01,95.8
1975-11-01,94.84
1975-12-01,94.35
1976-01-01,94.45
1976-02-01,93.96
1976-03-01,95.53
1976-04-01,95.75
1976-05-01,95.97
1976-06-01,96.96
1976-07-01,95.97
1976-08-01,97.22
1976-09-01,97.53
1976-10-01,97.11
1976-11-01,98.73
1976-12-01,98.1
1977-01-01,100.37
1977-02-01,101.61
1977-03-01,100.5
1977-04-01,98.83
1977-05-01,96.42
1977-06-01,97.1
1977-07-01,96.86
1977-08-01,96.27
1977-09-01,95.58
1977-10-01,93.92
1977-11-01,92.21
1977-12-01,91.08
1978-01-01,92.05
1978-02-01,92.33
1978-03-01,90.75
1978-04-01,89.9
1978-05-01,89.03
1978-06-01,87.45
1978-07-01,85.73
1978-08-01,83.68
1978-09-01,82.02
1978-10-01,81.19
1978-11-01,81.01
1978-12-01,80.91
1979-01-01,82.0
1979-02-01,82.25
1979-03-01,82.09
1979-04-01,80.02
1979-05-01,80.58
1979-06-01,79.63
1979-07-01,78.37
1979-08-01,80.18
1979-09-01,81.12
1979-10-01,83.43
1979-11-01,84.04
1979-12-01,84.04
1980-01-01,85.97
1980-02-01,87.08
1980-03-01,86.95
1980-04-01,88.08
1980-05-01,84.8
1980-06-01,82.91
1980-07-01,84.08
1980-08-01,84.85
1980-09-01,82.94
1980-10-01,80.85
1980-11-01,81.57
1980-12-01,82.0
1981-01-01,80.88
1981-02-01,81.85
1981-03-01,82.93
1981-04-01,82.96
1981-05-01,83.68
1981-06-01,84.44
1981-07-01,83.77
1981-08-01,82.24
1981-09-01,79.26
1981-10-01,80.27
1981-11-01,83.36
1981-12-01,83.52
1982-01-01,83.09
1982-02-01,84.42
1982-03-01,86.12
1982-04-01,87.25
1982-05-01,87.79
1982-06-01,89.32
1982-07-01,89.87
1982-08-01,88.07
1982-09-01,87.91
1982-10-01,83.06
1982-11-01,83.17
1982-12-01,82.27
1983-01-01,80.93
1983-02-01,82.48
1983-03-01,83.2
1983-04-01,82.24
1983-05-01,78.93
1983-06-01,77.42
1983-07-01,79.24
1983-08-01,77.48
1983-09-01,73.08
1983-10-01,72.69
1983-11-01,75.6
1983-12-01,76.67
1984-01-01,77.44
1984-02-01,77.45
1984-03-01,75.48
1984-04-01,76.25
1984-05-01,77.15
1984-06-01,78.33
1984-07-01,79.58
1984-08-01,79.76
1984-09-01,81.12
1984-10-01,81.67
1984-11-01,80.89
1984-12-01,82.41
1985-01-01,83.58
1985-02-01,85.37
1985-03-01,86.0
1985-04-01,83.61
1985-05-01,83.5
1985-06-01,83.39
1985-07-01,81.27
1985-08-01,80.21
1985-09-01,81.35
1985-10-01,77.39
1985-11-01,76.15
1985-12-01,75.48
1986-01-01,74.5
1986-02-01,73.06
1986-03-01,71.87
1986-04-01,71.97
1986-05-01,70.62
1986-06-01,71.44
1986-07-01,70.24
1986-08-01,68.96
1986-09-01,68.83
1986-10-01,69.07
1986-11-01,70.29
1986-12-01,69.85
1987-01-01,68.09
1987-02-01,67.65
1987-03-01,67.13
1987-04-01,65.88
1987-05-01,65.15
1987-06-01,66.4
1987-07-01,66.74
1987-08-01,66.78
1987-09-01,65.83
1987-10-01,65.97
1987-11-01,64.05
1987-12-01,63.09
1988-01-01,62.8
1988-02-01,63.86
1988-03-01,63.26
1988-04-01,63.36
1988-05-01,63.36
1988-06-01,64.82
1988-07-01,66.64
1988-08-01,67.23
1988-09-01,67.89
1988-10-01,66.12
1988-11-01,65.0
1988-12-01,65.22
1989-01-01,66.67
1989-02-01,68.04
1989-03-01,68.37
1989-04-01,69.14
1989-05-01,70.71
1989-06-01,72.4
1989-07-01,71.06
1989-08-01,71.63
1989-09-01,72.82
1989-10-01,71.53
1989-11-01,72.09
1989-12-01,71.62
1990-01-01,71.25
1990-02-01,71.36
1990-03-01,73.35
1990-04-01,74.29
1990-05-01,73.88
1990-06-01,74.73
1990-07-01,73.7
1990-08-01,72.1
1990-09-01,71.78
1990-10-01,70.12
1990-11-01,70.11
1990-12-01,71.35
1991-01-01,71.5
1991-02-01,71.54
1991-03-01,74.97
1991-04-01,76.85
1991-05-01,77.34
1991-06-01,79.41
1991-07-01,79.0
1991-08-01,78.25
1991-09-01,77.87
1991-10-01,77.41
1991-11-01,76.64
1991-12-01,75.78
1992-01-01,76.12
1992-02-01,78.08
1992-03-01,79.91
1992-04-01,80.29
1992-05-01,79.44
1992-06-01,78.76
1992-07-01,77.83
1992-08-01,77.63
1992-09-01,78.39
1992-10-01,79.7
1992-11-01,82.33
1992-12-01,82.82
1993-01-01,84.57
1993-02-01,84.91
1993-03-01,84.1
1993-04-01,82.84
1993-05-01,83.28
1993-06-01,83.98
1993-07-01,84.85
1993-08-01,84.56
1993-09-01,84.94
1993-10-01,86.22
1993-11-01,87.36
1993-12-01,88.28
1994-01-01,88.27
1994-02-01,88.09
1994-03-01,87.29
1994-04-01,87.92
1994-05-01,88.15
1994-06-01,87.99
1994-07-01,86.58
1994-08-01,87.3
1994-09-01,87.14
1994-10-01,87.1
1994-11-01,87.88
1994-12-01,89.58
1995-01-01,89.2
1995-02-01,89.17
1995-03-01,86.48
1995-04-01,84.77
1995-05-01,85.65
1995-06-01,85.99
1995-07-01,86.72
1995-08-01,89.98
1995-09-01,92.09
1995-10-01,91.87
1995-11-01,92.36
1995-12-01,92.6
1996-01-01,93.71
1996-02-01,94.32
1996-03-01,94.59
1996-04-01,95.82
1996-05-01,95.97
1996-06-01,96.96
1996-07-01,96.94
1996-08-01,96.2
1996-09-01,97.72
1996-10-01,98.96
1996-11-01,98.76
1996-12-01,100.03
1997-01-01,101.33
1997-02-01,104.27
1997-03-01,105.11
1997-04-01,106.2
1997-05-01,105.23
1997-06-01,104.74
1997-07-01,106.62
1997-08-01,108.69
1997-09-01,108.78
1997-10-01,109.77
1997-11-01,112.23
1997-12-01,117.76
1998-01-01,120.76
1998-02-01,118.75
1998-03-01,118.26
1998-04-01,118.86
1998-05-01,119.6
1998-06-01,121.33
1998-07-01,121.05
1998-08-01,122.08
1998-09-01,118.83
1998-10-01,111.8
1998-11-01,111.24
1998-12-01,109.41
1999-01-01,109.72
1999-02-01,110.9
1999-03-01,112.22
1999-04-01,111.45
1999-05-01,111.51
1999-06-01,111.41
1999-07-01,109.78
1999-08-01,106.44
1999-09-01,105.57
1999-10-01,104.73
1999-11-01,104.58
1999-12-01,104.04
2000-01-01,103.11
2000-02-01,104.36
2000-03-01,103.98
2000-04-01,103.88
2000-05-01,105.84
2000-06-01,103.5
2000-07-01,103.87
2000-08-01,104.34
2000-09-01,105.13
2000-10-01,106.28
2000-11-01,106.93
2000-12-01,106.21
2001-01-01,105.76
2001-02-01,105.11
2001-03-01,106.88
2001-04-01,108.53
2001-05-01,108.03
2001-06-01,109.12
2001-07-01,109.79
2001-08-01,106.63
2001-09-01,105.86
2001-10-01,106.64
2001-11-01,107.63
2001-12-01,105.87
2002-01-01,107.24
2002-02-01,107.75
2002-03-01,107.18
2002-04-01,105.82
2002-05-01,102.7
2002-06-01,100.4
2002-07-01,97.97
2002-08-01,98.36
2002-09-01,98.24
2002-10-01,99.06
2002-11-01,97.52
2002-12-01,96.7
2003-01-01,94.47
2003-02-01,94.04
2003-03-01,94.0
2003-04-01,94.33
2003-05-01,90.72
2003-06-01,89.89
2003-07-01,89.87
2003-08-01,90.06
2003-09-01,89.06
2003-10-01,87.99
2003-11-01,88.05
2003-12-01,86.6
2004-01-01,85.53
2004-02-01,84.2
2004-03-01,85.06
2004-04-01,85.22
2004-05-01,85.87
2004-06-01,84.9
2004-07-01,84.54
2004-08-01,84.75
2004-09-01,84.38
2004-10-01,83.61
2004-11-01,81.55
2004-12-01,80.33
2005-01-01,80.46
2005-02-01,80.57
2005-03-01,79.74
2005-04-01,80.69
2005-05-01,80.88
2005-06-01,82.93
2005-07-01,83.99
2005-08-01,82.62
2005-09-01,83.14
2005-10-01,84.51
2005-11-01,86.04
2005-12-01,85.59
2006-01-01,83.9
2006-02-01,84.14
2006-03-01,84.18
2006-04-01,83.2
2006-05-01,80.9
2006-06-01,82.13
2006-07-01,82.16
2006-08-01,81.7
2006-09-01,82.18
2006-10-01,82.79
2006-11-01,81.97
2006-12-01,81.21
2007-01-01,82.12
2007-02-01,80.57
2007-03-01,81.1
2007-04-01,79.67
2007-05-01,79.66
2007-06-01,80.44
2007-07-01,79.62
2007-08-01,79.24
2007-09-01,78.79
2007-10-01,78.65
2007-11-01,77.05
2007-12-01,77.94
2008-01-01,76.26
2008-02-01,76.66
2008-03-01,74.14
2008-04-01,73.79
2008-05-01,74.3
2008-06-01,74.74
2008-07-01,74.56
2008-08-01,75.73
2008-09-01,76.43
2008-10-01,79.38
2008-11-01,83.01
2008-12-01,81.07
2009-01-01,81.69
2009-02-01,83.12
2009-03-01,84.0
2009-04-01,82.6
2009-05-01,79.94
2009-06-01,78.92
2009-07-01,78.53
2009-08-01,76.39
2009-09-01,75.68
2009-10-01,76.36
2009-11-01,75.78
2009-12-01,76.82
2010-01-01,77.05
2010-02-01,78.67
2010-03-01,78.13
2010-04-01,78.18
2010-05-01,79.56
2010-06-01,80.48
2010-07-01,76.63
2010-08-01,75.44
2010-09-01,74.71
2010-10-01,74.4
2010-11-01,74.9
2010-12-01,75.76
2011-01-01,74.99
2011-02-01,74.88
2011-03-01,73.82
2011-04-01,73.21
