Date,Value
1964-01-01,107.69
1964-02-01,107.39
1964-03-01,107.21
1964-04-01,108.3
1964-05-01,108.83
1964-06-01,108.62
1964-07-01,109.78
1964-08-01,109.32
1964-09-01,110.34
1964-10-01,108.31
1964-11-01,109.48
1964-12-01,109.15
1965-01-01,108.55
1965-02-01,108.41
1965-03-01,109.57
1965-04-01,108.84
1965-05-01,108.68
1965-06-01,108.29
1965-07-01,109.24
1965-08-01,107.61
1965-09-01,108.79
1965-10-01,106.94
1965-11-01,108.19
1965-12-01,107.69
1966-01-01,107.04
1966-02-01,106.63
1966-03-01,107.8
1966-04-01,107.05
1966-05-01,106.64
1966-06-01,106.47
1966-07-01,107.8
1966-08-01,107.67
1966-09-01,107.48
1966-10-01,108.5
1966-11-01,108.07
1966-12-01,107.8
1967-01-01,107.19
1967-02-01,106.96
1967-03-01,107.92
1967-04-01,107.62
1967-05-01,107.41
1967-06-01,108.63
1967-07-01,109.46
1967-08-01,109.19
1967-09-01,108.76
1967-10-01,108.78
1967-11-01,109.6
1967-12-01,111.29
1968-01-01,112.11
1968-02-01,111.91
1968-03-01,111.64
1968-04-01,111.12
1968-05-01,110.95
1968-06-01,111.02
1968-07-01,112.24
1968-08-01,112.09
1968-09-01,111.6
1968-10-01,112.54
1968-11-01,112.34
1968-12-01,112.03
1969-01-01,111.35
1969-02-01,111.14
1969-03-01,110.76
1969-04-01,111.55
1969-05-01,111.33
1969-06-01,111.29
1969-07-01,112.12
1969-08-01,111.0
1969-09-01,112.07
1969-10-01,110.26
1969-11-01,109.76
1969-12-01,109.27
1970-01-01,114.47
1970-02-01,115.26
1970-03-01,114.67
1970-04-01,115.06
1970-05-01,114.72
1970-06-01,114.34
1970-07-01,116.2
1970-08-01,115.82
1970-09-01,116.53
1970-10-01,115.61
1970-11-01,116.34
1970-12-01,117.3
1971-01-01,115.61
1971-02-01,115.07
1971-03-01,115.72
1971-04-01,115.14
1971-05-01,114.62
1971-06-01,115.34
1971-07-01,114.86
1971-08-01,114.82
1971-09-01,115.92
1971-10-01,116.34
1971-11-01,115.67
1971-12-01,116.13
1972-01-01,115.53
1972-02-01,114.7
1972-03-01,115.76
1972-04-01,116.41
1972-05-01,116.18
1972-06-01,117.65
1972-07-01,119.6
1972-08-01,118.69
1972-09-01,118.35
1972-10-01,117.62
1972-11-01,118.79
1972-12-01,118.37
1973-01-01,118.16
1973-02-01,120.16
1973-03-01,123.09
1973-04-01,123.45
1973-05-01,123.03
1973-06-01,125.96
1973-07-01,127.2
1973-08-01,122.89
1973-09-01,123.12
1973-10-01,123.34
1973-11-01,125.17
1973-12-01,126.98
1974-01-01,126.73
1974-02-01,127.33
1974-03-01,126.7
1974-04-01,126.66
1974-05-01,127.98
1974-06-01,127.45
1974-07-01,127.91
1974-08-01,127.74
1974-09-01,126.83
1974-10-01,125.26
1974-11-01,124.97
1974-12-01,126.27
1975-01-01,131.04
1975-02-01,130.62
1975-03-01,132.87
1975-04-01,131.14
1975-05-01,130.97
1975-06-01,133.1
1975-07-01,131.8
1975-08-01,128.53
1975-09-01,128.04
1975-10-01,128.6
1975-11-01,128.92
1975-12-01,128.44
1976-01-01,128.68
1976-02-01,129.48
1976-03-01,131.38
1976-04-01,133.46
1976-05-01,133.74
1976-06-01,134.86
1976-07-01,134.18
1976-08-01,134.45
1976-09-01,135.59
1976-10-01,137.12
1976-11-01,137.1
1976-12-01,137.31
1977-01-01,136.73
1977-02-01,136.31
1977-03-01,137.14
1977-04-01,136.69
1977-05-01,136.61
1977-06-01,135.95
1977-07-01,135.55
1977-08-01,134.52
1977-09-01,132.08
1977-10-01,130.04
1977-11-01,128.74
1977-12-01,130.66
