Date,Value
1994-01-01,62.56
1994-02-01,60.03
1994-03-01,59.89
1994-04-01,61.2
1994-05-01,63.49
1994-06-01,63.64
1994-07-01,62.26
1994-08-01,63.08
1994-09-01,63.16
1994-10-01,64.0
1994-11-01,65.87
1994-12-01,67.39
1995-01-01,67.24
1995-02-01,66.24
1995-03-01,63.26
1995-04-01,61.79
1995-05-01,61.29
1995-06-01,60.03
1995-07-01,59.96
1995-08-01,60.31
1995-09-01,59.8
1995-10-01,58.61
1995-11-01,54.88
1995-12-01,54.68
1996-01-01,54.71
1996-02-01,51.99
1996-03-01,51.19
1996-04-01,51.91
1996-05-01,54.73
1996-06-01,53.98
1996-07-01,56.14
1996-08-01,56.41
1996-09-01,56.93
1996-10-01,57.36
1996-11-01,56.69
1996-12-01,58.25
1997-01-01,51.53
1997-02-01,44.93
1997-03-01,53.47
1997-04-01,62.89
1997-05-01,64.82
1997-06-01,65.96
1997-07-01,67.87
1997-08-01,69.22
1997-09-01,69.37
1997-10-01,71.17
1997-11-01,72.5
1997-12-01,76.83
1998-01-01,79.09
1998-02-01,84.66
1998-03-01,87.92
1998-04-01,87.88
1998-05-01,87.91
1998-06-01,88.71
1998-07-01,88.68
1998-08-01,88.52
1998-09-01,85.5
1998-10-01,83.09
1998-11-01,81.42
1998-12-01,77.95
1999-01-01,74.76
1999-02-01,73.06
1999-03-01,68.53
1999-04-01,69.84
1999-05-01,71.53
1999-06-01,73.87
1999-07-01,74.56
1999-08-01,73.12
1999-09-01,74.35
1999-10-01,74.52
1999-11-01,75.91
1999-12-01,76.79
2000-01-01,78.29
2000-02-01,80.16
2000-03-01,80.32
2000-04-01,82.84
2000-05-01,84.75
2000-06-01,81.25
2000-07-01,83.06
2000-08-01,83.71
2000-09-01,83.58
2000-10-01,83.79
2000-11-01,84.06
2000-12-01,81.7
2001-01-01,80.26
2001-02-01,81.41
2001-03-01,82.57
2001-04-01,84.09
2001-05-01,84.1
2001-06-01,85.45
2001-07-01,85.35
2001-08-01,83.26
2001-09-01,82.66
2001-10-01,83.45
2001-11-01,85.33
2001-12-01,85.73
2002-01-01,86.53
2002-02-01,87.88
2002-03-01,85.99
2002-04-01,85.31
2002-05-01,83.83
2002-06-01,82.62
2002-07-01,81.87
2002-08-01,83.27
2002-09-01,83.13
2002-10-01,83.83
2002-11-01,83.5
2002-12-01,83.16
2003-01-01,81.93
2003-02-01,83.0
2003-03-01,82.78
2003-04-01,81.75
2003-05-01,80.84
2003-06-01,80.69
2003-07-01,83.3
2003-08-01,82.91
2003-09-01,82.67
2003-10-01,82.55
2003-11-01,81.41
2003-12-01,81.63
2004-01-01,81.61
2004-02-01,82.96
2004-03-01,83.34
2004-04-01,81.61
2004-05-01,82.4
2004-06-01,82.43
2004-07-01,83.17
2004-08-01,83.45
2004-09-01,83.93
2004-10-01,84.9
2004-11-01,88.43
2004-12-01,91.66
2005-01-01,93.26
2005-02-01,96.53
2005-03-01,97.79
2005-04-01,99.06
2005-05-01,99.06
2005-06-01,98.25
2005-07-01,100.51
2005-08-01,102.33
2005-09-01,101.99
2005-10-01,99.98
2005-11-01,99.4
2005-12-01,99.45
2006-01-01,101.15
2006-02-01,103.65
2006-03-01,104.97
2006-04-01,105.64
2006-05-01,106.39
2006-06-01,105.93
2006-07-01,105.46
2006-08-01,106.26
2006-09-01,105.98
2006-10-01,105.97
2006-11-01,107.71
2006-12-01,111.08
2007-01-01,111.8
2007-02-01,111.73
2007-03-01,111.95
2007-04-01,113.0
2007-05-01,115.07
2007-06-01,117.08
2007-07-01,121.0
2007-08-01,118.64
2007-09-01,115.19
2007-10-01,115.45
2007-11-01,112.45
2007-12-01,110.63
