Date,Value
1994-01-01,99.44
1994-02-01,98.66
1994-03-01,99.29
1994-04-01,99.02
1994-05-01,100.07
1994-06-01,100.58
1994-07-01,101.52
1994-08-01,101.15
1994-09-01,101.02
1994-10-01,101.92
1994-11-01,101.81
1994-12-01,101.16
1995-01-01,101.42
1995-02-01,102.21
1995-03-01,103.87
1995-04-01,105.85
1995-05-01,105.64
1995-06-01,105.43
1995-07-01,105.55
1995-08-01,104.47
1995-09-01,104.34
1995-10-01,105.33
1995-11-01,105.38
1995-12-01,104.52
1996-01-01,103.98
1996-02-01,104.09
1996-03-01,103.75
1996-04-01,102.75
1996-05-01,101.92
1996-06-01,101.95
1996-07-01,102.56
1996-08-01,103.21
1996-09-01,102.92
1996-10-01,102.33
1996-11-01,102.13
1996-12-01,101.17
1997-01-01,100.35
1997-02-01,99.01
1997-03-01,98.91
1997-04-01,98.74
1997-05-01,99.34
1997-06-01,98.57
1997-07-01,96.69
1997-08-01,96.72
1997-09-01,97.94
1997-10-01,98.41
1997-11-01,99.08
1997-12-01,99.0
1998-01-01,99.06
1998-02-01,98.86
1998-03-01,98.18
1998-04-01,98.06
1998-05-01,100.01
1998-06-01,100.22
1998-07-01,99.92
1998-08-01,100.99
1998-09-01,102.94
1998-10-01,104.18
1998-11-01,103.25
1998-12-01,103.41
1999-01-01,102.61
1999-02-01,102.4
1999-03-01,101.86
1999-04-01,101.09
1999-05-01,100.96
1999-06-01,100.25
1999-07-01,99.78
1999-08-01,100.79
1999-09-01,100.35
1999-10-01,100.91
1999-11-01,99.71
1999-12-01,98.58
2000-01-01,98.33
2000-02-01,97.85
2000-03-01,97.39
2000-04-01,96.63
2000-05-01,96.03
2000-06-01,97.53
2000-07-01,96.93
2000-08-01,95.52
2000-09-01,94.83
2000-10-01,94.73
2000-11-01,94.83
2000-12-01,96.0
2001-01-01,97.8
2001-02-01,97.92
2001-03-01,98.14
2001-04-01,97.73
2001-05-01,96.8
2001-06-01,96.2
2001-07-01,96.85
2001-08-01,98.16
2001-09-01,98.91
2001-10-01,98.93
2001-11-01,97.81
2001-12-01,98.03
2002-01-01,97.71
2002-02-01,97.79
2002-03-01,97.92
2002-04-01,97.98
2002-05-01,98.86
2002-06-01,100.02
2002-07-01,100.98
2002-08-01,100.77
2002-09-01,100.91
2002-10-01,100.93
2002-11-01,101.17
2002-12-01,101.31
2003-01-01,102.44
2003-02-01,103.68
2003-03-01,104.53
2003-04-01,104.47
2003-05-01,106.05
2003-06-01,106.25
2003-07-01,105.18
2003-08-01,104.44
2003-09-01,104.6
2003-10-01,104.98
2003-11-01,104.93
2003-12-01,105.79
2004-01-01,106.31
2004-02-01,106.84
2004-03-01,105.91
2004-04-01,104.75
2004-05-01,105.25
2004-06-01,105.11
2004-07-01,105.17
2004-08-01,104.59
2004-09-01,105.04
2004-10-01,105.44
2004-11-01,105.8
2004-12-01,105.82
2005-01-01,105.18
2005-02-01,105.28
2005-03-01,105.72
2005-04-01,105.46
2005-05-01,104.77
2005-06-01,103.58
2005-07-01,103.5
2005-08-01,103.46
2005-09-01,103.4
2005-10-01,102.86
2005-11-01,102.5
2005-12-01,102.38
2006-01-01,102.22
2006-02-01,102.4
2006-03-01,102.83
2006-04-01,103.09
2006-05-01,103.69
2006-06-01,104.06
2006-07-01,103.86
2006-08-01,103.66
2006-09-01,103.88
2006-10-01,103.53
2006-11-01,103.44
2006-12-01,103.51
2007-01-01,103.24
2007-02-01,104.05
2007-03-01,104.5
2007-04-01,104.38
2007-05-01,104.19
2007-06-01,103.84
2007-07-01,103.63
2007-08-01,103.38
2007-09-01,103.76
2007-10-01,103.74
2007-11-01,104.71
2007-12-01,104.28
2008-01-01,104.93
2008-02-01,105.21
2008-03-01,106.45
2008-04-01,106.73
2008-05-01,106.02
2008-06-01,105.88
2008-07-01,105.68
2008-08-01,104.64
2008-09-01,104.34
2008-10-01,103.51
2008-11-01,103.83
2008-12-01,107.0
2009-01-01,106.92
2009-02-01,107.54
2009-03-01,108.87
2009-04-01,107.75
2009-05-01,108.08
2009-06-01,109.02
2009-07-01,108.69
2009-08-01,108.08
2009-09-01,108.68
2009-10-01,108.98
2009-11-01,108.84
2009-12-01,107.82
2010-01-01,106.93
2010-02-01,106.17
2010-03-01,105.51
2010-04-01,104.44
2010-05-01,102.76
2010-06-01,101.66
2010-07-01,102.69
2010-08-01,102.67
2010-09-01,102.68
2010-10-01,103.86
2010-11-01,103.14
2010-12-01,101.42
2011-01-01,101.38
2011-02-01,102.51
2011-03-01,103.18
2011-04-01,103.9
2011-05-01,103.5
2011-06-01,103.6
2011-07-01,103.35
2011-08-01,103.49
2011-09-01,102.8
2011-10-01,102.87
2011-11-01,102.48
2011-12-01,101.36
2012-01-01,100.66
2012-02-01,101.55
2012-03-01,101.46
2012-04-01,100.95
2012-05-01,100.7
2012-06-01,100.27
2012-07-01,99.1
2012-08-01,98.67
2012-09-01,99.53
2012-10-01,99.54
2012-11-01,99.2
2012-12-01,99.32
2013-01-01,99.9
2013-02-01,101.05
2013-03-01,99.86
2013-04-01,99.84
2013-05-01,100.1
2013-06-01,100.91
2013-07-01,100.85
2013-08-01,101.41
2013-09-01,101.24
2013-10-01,101.85
2013-11-01,101.76
2013-12-01,102.21
2014-01-01,102.35
2014-02-01,102.86
2014-03-01,103.0
2014-04-01,102.83
2014-05-01,102.37
2014-06-01,101.93
2014-07-01,102.03
2014-08-01,101.44
2014-09-01,100.74
2014-10-01,100.52
2014-11-01,100.56
2014-12-01,101.0
2015-01-01,99.44
2015-02-01,98.85
2015-03-01,96.92
2015-04-01,96.21
2015-05-01,97.01
2015-06-01,97.53
2015-07-01,97.35
2015-08-01,98.45
