Date,Value
1964-01-01,209.26
1964-02-01,223.57
1964-03-01,228.3
1964-04-01,231.87
1964-05-01,123.07
1964-06-01,117.44
1964-07-01,114.07
1964-08-01,112.72
1964-09-01,115.81
1964-10-01,117.42
1964-11-01,117.21
1964-12-01,117.97
1965-01-01,122.09
1965-02-01,125.16
1965-03-01,123.58
1965-04-01,124.07
1965-05-01,123.63
1965-06-01,121.03
1965-07-01,121.07
1965-08-01,121.86
1965-09-01,120.69
1965-10-01,119.17
1965-11-01,117.49
1965-12-01,117.48
1966-01-01,119.55
1966-02-01,122.28
1966-03-01,125.45
1966-04-01,124.82
1966-05-01,128.58
1966-06-01,128.27
1966-07-01,127.4
1966-08-01,130.14
1966-09-01,131.61
1966-10-01,134.49
1966-11-01,131.27
1966-12-01,130.68
1967-01-01,131.18
1967-02-01,132.88
1967-03-01,134.63
1967-04-01,137.59
1967-05-01,139.12
1967-06-01,137.61
1967-07-01,137.28
1967-08-01,138.28
1967-09-01,139.15
1967-10-01,140.83
1967-11-01,142.33
1967-12-01,140.01
1968-01-01,141.8
1968-02-01,143.52
1968-03-01,144.98
1968-04-01,143.89
1968-05-01,144.17
1968-06-01,144.88
1968-07-01,143.88
1968-08-01,144.01
1968-09-01,141.64
1968-10-01,144.03
1968-11-01,146.61
1968-12-01,145.45
1969-01-01,148.62
1969-02-01,148.67
1969-03-01,148.43
1969-04-01,148.03
1969-05-01,148.45
1969-06-01,148.21
1969-07-01,147.04
1969-08-01,146.28
1969-09-01,149.7
1969-10-01,151.14
1969-11-01,145.83
1969-12-01,147.89
1970-01-01,148.25
1970-02-01,150.26
1970-03-01,152.17
1970-04-01,153.51
1970-05-01,151.68
1970-06-01,147.4
1970-07-01,147.14
1970-08-01,147.2
1970-09-01,149.22
1970-10-01,150.46
1970-11-01,149.36
1970-12-01,153.52
1971-01-01,155.56
1971-02-01,157.38
1971-03-01,158.93
1971-04-01,156.15
1971-05-01,151.42
1971-06-01,147.4
1971-07-01,133.97
1971-08-01,134.22
1971-09-01,132.53
1971-10-01,129.97
1971-11-01,130.1
1971-12-01,128.49
1972-01-01,127.56
1972-02-01,128.0
1972-03-01,128.59
1972-04-01,126.98
1972-05-01,125.62
1972-06-01,124.46
1972-07-01,125.27
1972-08-01,126.57
1972-09-01,126.11
1972-10-01,124.47
1972-11-01,122.17
1972-12-01,121.64
1973-01-01,121.17
1973-02-01,115.45
1973-03-01,110.42
1973-04-01,110.33
1973-05-01,109.24
1973-06-01,106.91
1973-07-01,105.69
1973-08-01,106.48
1973-09-01,106.2
1973-10-01,105.28
1973-11-01,108.48
1973-12-01,110.97
1974-01-01,116.62
1974-02-01,118.15
1974-03-01,119.0
1974-04-01,118.44
1974-05-01,117.58
1974-06-01,116.99
1974-07-01,119.08
1974-08-01,123.61
1974-09-01,124.01
1974-10-01,120.72
1974-11-01,120.79
1974-12-01,103.79
1975-01-01,101.9
1975-02-01,101.82
1975-03-01,102.47
1975-04-01,105.64
1975-05-01,108.35
1975-06-01,109.51
1975-07-01,112.69
1975-08-01,116.43
1975-09-01,119.81
1975-10-01,120.56
1975-11-01,119.31
1975-12-01,120.34
1976-01-01,119.75
1976-02-01,119.89
1976-03-01,121.97
1976-04-01,122.16
1976-05-01,122.23
1976-06-01,123.4
1976-07-01,124.48
1976-08-01,124.8
1976-09-01,123.97
1976-10-01,122.5
1976-11-01,122.69
1976-12-01,122.31
1977-01-01,121.43
1977-02-01,122.59
1977-03-01,122.84
1977-04-01,120.8
1977-05-01,121.41
1977-06-01,121.39
1977-07-01,120.89
1977-08-01,122.28
1977-09-01,121.95
1977-10-01,118.75
1977-11-01,117.34
1977-12-01,116.69
1978-01-01,118.61
1978-02-01,119.84
1978-03-01,118.91
1978-04-01,116.15
1978-05-01,117.97
1978-06-01,118.29
1978-07-01,115.74
1978-08-01,112.68
1978-09-01,113.98
1978-10-01,111.81
1978-11-01,115.04
1978-12-01,115.79
1979-01-01,115.9
1979-02-01,120.1
1979-03-01,122.33
1979-04-01,126.11
1979-05-01,129.57
1979-06-01,129.67
1979-07-01,127.06
1979-08-01,127.51
1979-09-01,128.3
1979-10-01,129.74
1979-11-01,134.08
1979-12-01,134.42
1980-01-01,120.52
1980-02-01,119.46
1980-03-01,124.49
1980-04-01,122.79
1980-05-01,119.67
1980-06-01,116.76
1980-07-01,116.16
1980-08-01,116.66
1980-09-01,115.16
1980-10-01,113.51
1980-11-01,111.89
1980-12-01,114.46
1981-01-01,113.3
1981-02-01,114.88
1981-03-01,116.4
1981-04-01,117.48
1981-05-01,120.93
1981-06-01,124.89
1981-07-01,127.59
1981-08-01,129.52
1981-09-01,127.98
1981-10-01,127.05
1981-11-01,122.54
1981-12-01,121.24
1982-01-01,121.0
1982-02-01,123.66
1982-03-01,125.63
1982-04-01,124.95
1982-05-01,122.16
1982-06-01,124.05
1982-07-01,124.6
1982-08-01,125.4
1982-09-01,126.04
1982-10-01,127.27
1982-11-01,126.1
1982-12-01,122.67
1983-01-01,121.02
1983-02-01,122.48
1983-03-01,122.31
1983-04-01,120.22
1983-05-01,119.05
1983-06-01,119.4
1983-07-01,119.0
1983-08-01,119.31
1983-09-01,117.86
1983-10-01,114.91
1983-11-01,114.75
1983-12-01,115.36
1984-01-01,115.78
1984-02-01,115.39
1984-03-01,113.96
1984-04-01,114.0
1984-05-01,114.57
1984-06-01,114.42
1984-07-01,115.61
1984-08-01,116.36
1984-09-01,117.95
1984-10-01,116.98
1984-11-01,115.75
1984-12-01,116.4
