Date,Value
1964-01-01,88.59
1964-02-01,88.58
1964-03-01,88.63
1964-04-01,88.4
1964-05-01,89.48
1964-06-01,89.96
1964-07-01,90.47
1964-08-01,90.31
1964-09-01,90.18
1964-10-01,90.19
1964-11-01,90.56
1964-12-01,90.64
1965-01-01,90.6
1965-02-01,90.88
1965-03-01,91.13
1965-04-01,90.44
1965-05-01,90.73
1965-06-01,91.04
1965-07-01,90.7
1965-08-01,90.35
1965-09-01,90.2
1965-10-01,90.15
1965-11-01,90.61
1965-12-01,90.53
1966-01-01,90.41
1966-02-01,90.23
1966-03-01,90.29
1966-04-01,90.01
1966-05-01,89.94
1966-06-01,89.92
1966-07-01,89.92
1966-08-01,89.62
1966-09-01,89.29
1966-10-01,89.12
1966-11-01,89.59
1966-12-01,89.6
1967-01-01,89.56
1967-02-01,89.94
1967-03-01,89.73
1967-04-01,89.69
1967-05-01,89.93
1967-06-01,89.52
1967-07-01,89.43
1967-08-01,89.3
1967-09-01,89.22
1967-10-01,88.32
1967-11-01,89.6
1967-12-01,90.77
1968-01-01,90.77
1968-02-01,90.83
1968-03-01,90.91
1968-04-01,90.49
1968-05-01,90.44
1968-06-01,90.08
1968-07-01,89.56
1968-08-01,89.29
1968-09-01,89.36
1968-10-01,89.17
1968-11-01,89.51
1968-12-01,89.55
1969-01-01,89.51
1969-02-01,89.38
1969-03-01,89.03
1969-04-01,89.0
1969-05-01,89.32
1969-06-01,88.71
1969-07-01,88.78
1969-08-01,87.51
1969-09-01,86.85
1969-10-01,88.4
1969-11-01,89.18
1969-12-01,89.15
1970-01-01,88.99
1970-02-01,88.89
1970-03-01,88.94
1970-04-01,88.88
1970-05-01,89.09
1970-06-01,89.05
1970-07-01,89.1
1970-08-01,89.04
1970-09-01,88.88
1970-10-01,88.52
1970-11-01,88.67
1970-12-01,88.38
1971-01-01,88.11
1971-02-01,88.55
1971-03-01,88.43
1971-04-01,88.44
1971-05-01,88.65
1971-06-01,88.52
1971-07-01,88.99
1971-08-01,89.14
1971-09-01,88.96
1971-10-01,89.24
1971-11-01,89.51
1971-12-01,90.01
1972-01-01,91.32
1972-02-01,91.56
1972-03-01,91.74
1972-04-01,91.49
1972-05-01,91.63
1972-06-01,91.64
1972-07-01,92.07
1972-08-01,91.46
1972-09-01,91.95
1972-10-01,91.96
1972-11-01,92.23
1972-12-01,92.06
1973-01-01,92.34
1973-02-01,93.0
1973-03-01,93.76
1973-04-01,92.88
1973-05-01,93.35
1973-06-01,96.1
1973-07-01,99.61
1973-08-01,97.86
1973-09-01,98.34
1973-10-01,98.29
1973-11-01,95.84
1973-12-01,93.71
1974-01-01,90.39
1974-02-01,89.89
1974-03-01,91.17
1974-04-01,91.51
1974-05-01,92.14
1974-06-01,91.62
1974-07-01,92.3
1974-08-01,92.09
1974-09-01,91.45
1974-10-01,91.62
1974-11-01,92.44
1974-12-01,93.71
1975-01-01,95.8
1975-02-01,96.12
1975-03-01,96.49
1975-04-01,96.03
1975-05-01,96.33
1975-06-01,96.55
1975-07-01,94.14
1975-08-01,92.47
1975-09-01,91.67
1975-10-01,92.14
1975-11-01,92.08
1975-12-01,91.8
1976-01-01,91.7
1976-02-01,91.14
1976-03-01,90.36
1976-04-01,90.07
1976-05-01,90.26
1976-06-01,90.07
1976-07-01,89.72
1976-08-01,89.72
1976-09-01,90.98
1976-10-01,92.48
1976-11-01,93.43
1976-12-01,93.69
1977-01-01,93.22
1977-02-01,93.09
1977-03-01,93.38
1977-04-01,93.58
1977-05-01,94.06
1977-06-01,93.78
1977-07-01,94.75
1977-08-01,94.58
1977-09-01,94.84
1977-10-01,94.85
1977-11-01,94.48
1977-12-01,95.66
1978-01-01,96.09
1978-02-01,96.14
1978-03-01,97.51
1978-04-01,97.64
1978-05-01,96.62
1978-06-01,96.02
1978-07-01,95.48
1978-08-01,95.21
1978-09-01,95.32
1978-10-01,98.37
1978-11-01,97.98
1978-12-01,99.14
1979-01-01,100.93
1979-02-01,100.86
1979-03-01,101.02
1979-04-01,100.33
1979-05-01,99.54
1979-06-01,99.58
1979-07-01,99.97
1979-08-01,100.14
1979-09-01,101.66
1979-10-01,102.69
1979-11-01,104.66
1979-12-01,105.57
1980-01-01,106.16
1980-02-01,105.95
1980-03-01,102.96
1980-04-01,101.56
1980-05-01,101.94
1980-06-01,101.78
1980-07-01,103.08
1980-08-01,102.07
1980-09-01,100.78
1980-10-01,98.63
1980-11-01,96.76
1980-12-01,95.54
1981-01-01,94.09
1981-02-01,90.94
1981-03-01,91.67
