,ret
2003-06-30,0.02714754659316896
2003-07-31,0.008492349799998827
2003-08-31,-0.00035750096848652943
2003-09-30,-0.019902052972819478
2003-10-31,0.025195478023115832
2003-11-30,-0.010712594083418047
2003-12-31,-0.010151626699881774
2004-01-31,0.017529249411085412
2004-02-29,0.026357408195284315
2004-03-31,-0.015036388761578253
2004-04-30,0.007404844756208992
2004-05-31,-0.008455138094079077
2004-06-30,-0.02270751832600791
2004-07-31,0.021739854447131546
2004-08-31,-0.013852496955951853
2004-09-30,-0.0019543507374412935
2004-10-31,-0.021028768661463856
2004-11-30,-0.007321477842791222
2004-12-31,0.00045937521689199626
2005-01-31,0.023749776286881703
2005-02-28,0.007176194724444135
2005-03-31,0.013714557466776732
2005-04-30,0.00411074710422877
2005-05-31,0.0161202657982025
2005-06-30,0.022129352094645057
2005-07-31,0.0005401423438594136
2005-08-31,-0.017006512429739256
2005-09-30,0.025373087682652114
2005-10-31,0.008921899803864226
2005-11-30,0.015176397911774761
2005-12-31,-0.020877567518564982
2006-01-31,0.010404863034539118
2006-02-28,-0.011591798594664193
2006-03-31,-0.03745729340436769
2006-04-30,0.007511460769022304
2006-05-31,-0.008882569847795282
2006-06-30,-0.010823918763915957
2006-07-31,0.024406081943638355
2006-08-31,0.03514517878230358
2006-09-30,-0.0016935762586036862
2006-10-31,0.022528643290427728
2006-11-30,-0.0038205753428002757
2006-12-31,0.0277278573239333
2007-01-31,0.006502010289546096
2007-02-28,-0.004902742567565095
2007-03-31,0.011881117968425817
2007-04-30,0.023201468834513676
2007-05-31,0.013770675331603956
2007-06-30,0.030324719855580624
2007-07-31,-0.01803127969593408
2007-08-31,-0.04281795042006504
2007-09-30,0.0281861823447821
2007-10-31,0.026914739365209973
2007-11-30,-0.02395909853399699
2007-12-31,-0.00832545686550381
2008-01-31,-0.0101043611551764
2008-02-29,-0.004184701209618244
2008-03-31,-0.025076078662563242
2008-04-30,0.033494502711223305
2008-05-31,0.012239058190674959
