,ret
2003-06-30,0.0
2003-07-31,0.0
2003-08-31,0.0
2003-09-30,0.0
2003-10-31,0.0
2003-11-30,0.0
2003-12-31,0.0
2004-01-31,0.0
2004-02-29,0.0
2004-03-31,0.0
2004-04-30,0.0
2004-05-31,0.0
2004-06-30,-0.002617494700821722
2004-07-31,0.00023905833504086322
2004-08-31,-0.0024103453295923304
2004-09-30,0.013949136301098841
2004-10-31,0.016265809882259098
2004-11-30,0.02472913222521581
2004-12-31,0.006142523562370723
2005-01-31,-0.007228098516447585
2005-02-28,0.013877301073956823
2005-03-31,-0.012092865996744138
2005-04-30,0.000172392313542275
2005-05-31,-0.02562562203329412
2005-06-30,0.0014342311466458342
2005-07-31,-0.004875278813903198
2005-08-31,-0.01624981961385155
2005-09-30,-0.0029997009999002703
2005-10-31,-0.0040676414017002125
2005-11-30,0.020164451214975922
2005-12-31,-0.0056128244601097565
2006-01-31,-0.016382605887046937
2006-02-28,0.011349429691232621
2006-03-31,0.0009122510770709514
2006-04-30,-0.04072211114878638
2006-05-31,-0.012186955762627587
2006-06-30,0.003979385680325625
2006-07-31,0.0044263905303920485
2006-08-31,0.014079938578722707
2006-09-30,-0.010160386646031144
2006-10-31,0.003499735178514427
2006-11-30,0.014182234592203026
2006-12-31,-0.0021761154648351003
2007-01-31,-0.00594042843569056
2007-02-28,0.0064848688847458525
2007-03-31,0.015475673239745146
2007-04-30,0.03210614409250442
2007-05-31,0.00298626372944817
2007-06-30,0.03111964799381833
2007-07-31,-0.013035186632279497
2007-08-31,-0.046308846744714326
2007-09-30,0.057850895529490916
2007-10-31,0.029049615375031326
2007-11-30,-0.023007120443065097
2007-12-31,-0.011511510165743399
2008-01-31,0.018851744667105066
2008-02-29,0.019368419402160924
2008-03-31,-0.011429194995388109
2008-04-30,0.012034657558053023
2008-05-31,0.0077474942136760115
2008-06-30,-0.0013017422086717277
2008-07-31,-0.00816896225698302
2008-08-31,-0.027932134308365657
2008-09-30,-0.02534779484000282
2008-10-31,0.044229787591261935
2008-11-30,0.00839095416401601
2008-12-31,-0.04209271101842188
2009-01-31,-0.00011088656228393717
2009-02-28,0.015894350614048286
2009-03-31,-0.011887811910370544
2009-04-30,-0.01746784657022176
2009-05-31,-0.05124528401137905
2009-06-30,0.027698798064007265
2009-07-31,-0.030067944937419797
2009-08-31,0.002147493781264217
2009-09-30,-0.005236551962401029
2009-10-31,0.025935315695602524
2009-11-30,0.013219799022623494
2009-12-31,-0.019406462951864437
2010-01-31,-0.03518173596129555
2010-02-28,-0.005517677970828716
2010-03-31,0.013945733046749982
2010-04-30,0.00533414721729197
2010-05-31,-0.06866130772767692
2010-06-30,-0.015369279794715278
2010-07-31,0.03916922218088263
2010-08-31,-0.015616599452319831
2010-09-30,0.04480896620804741
2010-10-31,0.020497929523417176
2010-11-30,-0.015934071759714775
2010-12-31,0.039438103674403806
2011-01-31,-0.01902331359495725
2011-02-28,-0.0024826972054669953
2011-03-31,0.018250300283059247
2011-04-30,0.05874026618193718
2011-05-31,-0.00954656122672011
2011-06-30,0.0038417862827975725
2011-07-31,0.03014245480127786
2011-08-31,-0.01753200860063988
2011-09-30,-0.09165009856186788
2011-10-31,0.032432568564472665
2011-11-30,-0.016624632619299883
2011-12-31,-0.0133782411196193
2012-01-31,0.021847740005018934
2012-02-29,0.0022466828771711923
2012-03-31,-0.014665983100040757
2012-04-30,0.0001070784153602562
2012-05-31,0.014649498378693025
2012-06-30,-0.016051139980959653
2012-07-31,0.019720351539258274
2012-08-31,-0.015798549741136005
2012-09-30,-0.014544706418612219
2012-10-31,-0.005239931252545884
2012-11-30,0.011120676683433918
2012-12-31,0.011034913690047263
2013-01-31,0.023039495069774193
2013-02-28,-0.014397845586097217
2013-03-31,0.014722546075072526
2013-04-30,0.00100171068192752
2013-05-31,-0.0030875429358632528
2013-06-30,-0.016508269961414242
2013-07-31,-0.0005833112930593055
2013-08-31,0.0012188333591278584
2013-09-30,0.0007139360078059531
2013-10-31,-0.00020474924698430665
2013-11-30,0.007861415670393047
2013-12-31,0.012246709850838585
2014-01-31,-0.010640896555961624
2014-02-28,-0.007715146902537844
2014-03-31,0.0187493515869182
2014-04-30,-0.005179378519705791
2014-05-31,-0.005314851694858306
2014-06-30,0.009162343373966928
2014-07-31,-0.010997551564183024
2014-08-31,0.0007901541416927512
2014-09-30,-0.013362358777736043
2014-10-31,0.011782552214721369
2014-11-30,0.02094982588618664
2014-12-31,0.022626775005720634
2015-01-31,-0.00390047841658981
2015-02-28,0.020293955308482478
2015-03-31,0.02081275741485133
2015-04-30,-0.029214122805528916
2015-05-31,0.021817752358423217
2015-06-30,-0.01091251919526051
2015-07-31,0.018944594286121948
2015-08-31,-0.014600852921714187
2015-09-30,0.0012306003650958191
2015-10-31,0.01162873267628158
2015-11-30,0.034206475957387496
2015-12-31,-0.02580169074644665
2016-01-31,0.010148559950886711
2016-02-29,-0.03433928875114452
2016-03-31,-0.022656847020529024
2016-04-30,-0.004320222054623709
2016-05-31,0.015484416636704934
2016-06-30,-0.005416401390462022
2016-07-31,-0.0010371118122011768
2016-08-31,0.0071644499031884405
2016-09-30,0.0039021399376314306
2016-10-31,-0.01409867188950621
2016-11-30,0.016445113224964884
2016-12-31,-0.01946378965680103
2017-01-31,0.004659658950077718
2017-02-28,-0.0012431466189483159
2017-03-31,-0.013135849886796764
2017-04-30,-0.01909853393407996
2017-05-31,-0.01926061731049816
2017-06-30,0.03301930478112484
2017-07-31,0.01575793247063648
2017-08-31,-0.01612719836832314
2017-09-30,0.0017962085005281798
2017-10-31,-0.007169100056686863
2017-11-30,-0.011623046707428744
2017-12-31,0.014819547000927727
2018-01-31,0.030835491635001492
2018-02-28,-0.034310704048030834
2018-03-31,-0.0037557365788484028
2018-04-30,-0.014621042539870052
2018-05-31,-0.00346538377420274
2018-06-30,-0.011966514353705009
2018-07-31,-0.0040139542041106755
2018-08-31,-0.005978357981880013
2018-09-30,0.013297486837239242
2018-10-31,0.016032855988563684
2018-11-30,-0.0027388710926947103
2018-12-31,-0.030951281944653408
2019-01-31,0.0055492570213870876
2019-02-28,0.004288866395324751
2019-03-31,0.0020781132622101376
2019-04-30,0.01104167338277305
2019-05-31,-0.012574251775953026
2019-06-30,-0.014106406318553089
2019-07-31,0.011283285207716971
2019-08-31,0.0028440320160951454
2019-09-30,0.00621884997736582
2019-10-31,-0.010581106096941972
2019-11-30,0.004209278650251888
2019-12-31,-0.013253650112765933
2020-01-31,-0.016779795266044506
2020-02-29,0.00037891988494709035
2020-03-31,1.7016925457131354e-06
2020-04-30,0.0026802584681881137
2020-05-31,-0.004667762549995175
2020-06-30,-0.003945508468154827
2020-07-31,-0.020647699469038168
2020-08-31,0.01412973384501336
2020-09-30,-0.02095248374363267
2020-10-31,-0.006203753065781382
2020-11-30,0.035173326551643305
2020-12-31,0.027945451307284874
2021-01-31,0.0005610917679564305
2021-02-28,0.008496023631444395
2021-03-31,-0.0108653658198335
2021-04-30,0.012460720898744879
2021-05-31,0.021713322676930755
2021-06-30,-0.02686496077060532
2021-07-31,-0.0060102530288788075
2021-08-31,-0.0009657330953052653
2021-09-30,0.0008841201169069212
2021-10-31,0.028068374840048607
2021-11-30,-0.03036168954978163
2021-12-31,0.003701873368197382
2022-01-31,0.00754019056999539
2022-02-28,-0.0018265507324237342
2022-03-31,0.02941148905295041
2022-04-30,0.029434861777245407
2022-05-31,-0.014998327898481663
2022-06-30,0.02507163348623366
2022-07-31,0.0013537578536651808
2022-08-31,0.031859185989766343
2022-09-30,0.024621626742862633
2022-10-31,0.012452467001201777
2022-11-30,-0.0620738219730798
2022-12-31,-0.029233153379238524
2023-01-31,-0.008131091763491572
2023-02-28,0.022243414115839407
2023-03-31,-0.023726546202156005
2023-04-30,0.003557184738211625
2023-05-31,0.008139723803388043
2023-06-30,0.010770175912817398
2023-07-31,3.0182968084453005e-05
2023-08-31,0.004116146323533647
2023-09-30,-0.0029013097433583882
2023-10-31,-0.008679718652636881
2023-11-30,0.011745434671741654
2023-12-31,-0.012320688010893383
2024-01-31,0.008584964771552354
