Date,Dividend,Split,DividendRaw
2012-09-12,0.043333,,
2012-12-12,0.043333,,
2013-03-12,0.043333,,
2013-06-12,0.043333,,
2013-09-11,0.043333,,
2013-12-11,0.043333,,
2014-03-12,0.043333,,
2014-06-11,0.05,,
2014-09-10,0.05,,
2014-12-10,0.05,,
2015-03-11,0.05,,
2015-06-10,0.083333,,
2015-09-09,0.083333,,
2015-12-10,0.083333,,
2016-03-10,0.083333,,
2016-06-08,0.106667,,
2016-09-14,0.106667,,
2016-12-14,0.106667,,
2017-03-15,0.106667,,
2017-06-14,0.126667,,
2017-09-14,0.126667,,
2017-12-14,0.126667,,
2018-03-15,0.126667,,
2018-06-14,0.146667,,
2018-09-13,0.146667,,
2018-12-13,0.146667,,
2019-03-14,0.146667,,
2019-06-13,0.156667,,
2019-09-12,0.156667,,
2019-12-12,0.156667,,
2020-03-12,0.156667,,
2020-06-11,0.163333,,
2020-09-10,0.163333,,
2020-12-03,0.163333,,
2021-03-11,0.163333,,
2021-06-10,0.18,,
2021-09-09,0.18,,
2021-12-02,0.18,,
2022-03-10,0.18,,
2022-06-09,0.2,,
2022-08-29,,3,
2022-09-15,0.2,,
2022-12-01,0.2,,
2023-03-16,0.2,,
2023-06-15,0.22,,
2023-09-14,0.22,,
2023-12-07,0.22,,
2024-03-13,0.22,,
2024-06-14,0.24,,
2024-09-13,0.24,,
2024-12-06,0.24,,
2025-03-14,0.24,,
2025-06-13,0.27,,
2025-09-12,0.27,,
2025-12-05,0.27,,
2026-03-16,0.27,,
2026-06-12,0.31,,
2026-09-11,0.31,,
