Date,Open,High,Low,Close,Volume
2000-01-03,22.6875,22.9375,22.625,22.75,229000
2000-01-04,22.625,22.75,22.5625,22.75,138400
2000-01-05,22.6875,22.9375,22.6875,22.9375,236300
2000-01-06,22.8125,23.9375,22.75,23.8125,285900
2000-01-07,23.875,24.125,23.875,24.125,185300
2000-01-10,24.125,24.8125,24,24.625,163900
2000-01-11,24.5,24.625,24.3125,24.375,146800
2000-01-12,24.1875,24.5625,24.1875,24.4375,143500
2000-01-13,24.375,24.5,24,24.1875,210700
2000-01-14,24.25,24.375,24,24.125,136000
2000-01-18,24,24,23.75,23.75,145100
2000-01-19,23.75,23.75,23.375,23.5625,127900
2000-01-20,23.375,23.5625,23.25,23.375,116300
2000-01-21,23.25,23.3125,22.875,22.875,164700
2000-01-24,22.8125,23.25,22.8125,23,117200
2000-01-25,22.9375,23,22.75,22.875,275500
2000-01-26,22.75,23.125,22.75,23.125,103200
2000-01-27,23.0625,23.0625,22.8125,22.875,119900
2000-01-28,22.9375,22.9375,22.5625,22.625,262300
2000-01-31,22.625,22.875,22.625,22.6875,153100
2000-02-01,22.6875,23.125,22.6875,23.0625,366400
2000-02-02,22.9375,23.0625,22.875,22.9375,98300
2000-02-03,22.9375,23,22.75,22.875,136100
2000-02-04,22.8125,23.0625,22.8125,22.875,136900
2000-02-07,22.75,22.8125,22.5625,22.625,129100
2000-02-08,22.75,22.8125,22.625,22.6875,86900
2000-02-09,22.75,22.8125,22.625,22.6875,347200
2000-02-10,22.5625,22.9375,22.5625,22.625,100900
2000-02-11,22.625,22.6875,22.4375,22.5,116800
2000-02-14,22.5,22.625,22.4375,22.5,186200
2000-02-15,22.5,22.625,22.5,22.625,110500
2000-02-16,22.5,22.6875,22.4375,22.625,92900
2000-02-17,22.4375,22.9375,22.375,22.9375,144000
2000-02-18,22.9375,22.9375,22.375,22.5,82900
2000-02-22,22.5,22.5,22.3125,22.3125,170000
2000-02-23,22.3125,22.4375,22.125,22.1875,337700
2000-02-24,22.1875,22.25,22.0625,22.1875,254200
2000-02-25,22.1875,22.1875,21.9375,22,350900
2000-02-28,22,22.0625,21.875,21.9375,364800
2000-02-29,21.9375,22.0625,21.875,22.0625,349200
2000-03-01,21.9375,22.125,21.75,21.875,182200
2000-03-02,21.8125,21.875,21.6875,21.6875,117900
2000-03-03,21.6875,22,21.6875,21.875,393600
2000-03-06,21.75,21.8125,21.6875,21.75,144400
2000-03-07,21.625,21.75,21.5,21.5625,189700
2000-03-08,21.5,21.625,21.1875,21.25,206200
2000-03-09,21.1875,21.3125,21,21.1875,175300
2000-03-10,21.0625,21.125,20.875,21,235700
2000-03-13,20.9375,21.1875,20.9375,21.125,172300
2000-03-14,21.0625,21.3125,21,21.125,336200
2000-03-15,21.0625,21.3125,21,21.1875,175200
2000-03-16,21.25,21.4375,21.0625,21.375,613100
2000-03-17,21.4375,21.6875,21.4375,21.5625,440300
2000-03-20,21.375,21.625,21.375,21.5,138900
2000-03-21,21.5,21.875,21.4375,21.625,217500
2000-03-22,21.6875,21.75,21.5,21.75,175500
2000-03-23,21.5625,21.9375,21.5625,21.5625,209600
2000-03-24,21.9375,21.9375,21.625,21.75,99800
