Date,Dividend,Split
1995-02-27,0.067352,
1995-05-26,0.067352,
1995-08-23,0.067352,
1995-11-29,0.067352,
1996-02-28,0.084813,
1996-05-29,0.084813,
1996-08-21,0.084813,
1996-12-04,0.097286,
1996-12-31,,1.5
1997-03-05,0.097286,
1997-05-28,0.097286,
1997-08-20,0.097286,
1997-12-03,0.112253,
1997-12-30,,2
1998-03-12,0.112253,
1998-06-03,0.112253,
1998-08-26,0.112253,
1998-12-09,0.112253,
1999-03-10,0.112253,
1999-06-09,0.112253,
1999-08-25,0.112253,
1999-12-08,0.112253,
2000-03-08,0.112253,
2000-06-07,0.112253,
2000-08-23,0.112253,
2000-12-06,0.112253,
2001-03-07,0.112253,
2001-04-24,,1.08932
2001-06-06,0.12228,
2001-08-22,0.146736,
2001-12-12,0.16304,
2002-03-13,0.16304,
2002-04-29,0.16304,
2002-06-05,0.16304,
2002-08-21,0.008152,
2002-12-11,0.008152,
2003-03-12,0.008152,
2003-06-11,0.008152,
2003-08-20,0.008152,
2003-12-10,0.008152,
2004-03-10,0.008152,
2004-06-09,0.008152,
2004-08-25,0.008152,
2004-12-08,0.04076,
2005-03-09,0.04076,
2005-06-08,0.04076,
2005-08-24,0.06114,
2005-12-07,0.06114,
2006-03-08,0.06114,
2006-06-07,0.073368,
2006-08-23,0.073368,
2006-12-06,0.073368,
2007-03-07,0.073368,
2007-05-23,0.08152,
2007-08-22,0.08152,
2007-12-12,0.08152,
2008-03-12,0.08152,
2008-06-11,0.089672,
2008-08-20,0.089672,
2008-12-10,0.089672,
2009-03-11,0.089672,
2009-06-10,0.089672,
2009-08-26,0.089672,
2009-12-09,0.089672,
2010-03-10,0.089672,
2010-06-09,0.1019,
2010-08-25,0.1019,
2010-12-08,0.1019,
2011-03-09,0.1019,
2011-06-08,0.16304,
2011-08-24,0.16304,
2011-12-07,0.2038,
2012-01-03,,1.22669
2012-03-07,0.259,
2012-06-06,0.3,
2012-08-22,0.313,
2012-12-05,0.325,
2013-03-06,0.339,
2013-06-05,0.352,
2013-09-11,0.366,
2013-12-11,0.38,
2014-03-12,0.403,
2014-06-11,0.425,
2014-09-10,0.56,
2014-12-10,0.57,
2015-03-11,0.58,
2015-06-10,0.59,
2015-09-22,0.64,
2015-12-09,0.64,
2016-03-10,0.64,
2016-06-16,0.64,
2016-09-07,0.2,
2016-12-07,0.2,
2017-03-08,0.3,
2017-06-07,0.3,
2017-09-07,0.3,
2017-12-07,0.3,
2018-03-08,0.34,
2018-06-07,0.34,
2018-09-06,0.34,
2018-12-13,0.34,
2019-03-07,0.38,
2019-06-06,0.38,
2019-09-12,0.38,
2019-12-12,0.38,
2020-03-12,0.4,
2020-06-11,0.4,
2020-09-10,0.4,
2020-12-10,0.4,
2021-03-11,0.41,
2021-06-10,0.41,
2021-09-09,0.41,
2021-12-09,0.41,
2022-03-10,0.425,
2022-06-09,0.425,
2022-09-08,0.425,
2022-12-08,0.425,
2023-03-10,0.448,
2023-06-09,0.448,
2023-09-08,0.448,
2023-12-07,0.448,
2024-03-07,0.475,
2024-06-07,0.475,
2024-09-13,0.475,
2024-12-13,0.475,
2025-03-14,0.5,
2025-06-13,0.5,
2025-09-12,0.5,
2025-12-12,0.5,
2026-03-13,0.525,
2026-06-12,0.525,
2026-09-11,0.525,
