Date,Dividend,Split
1995-01-30,0.173333,
1995-05-01,0.173333,
1995-08-02,0.173333,
1995-11-01,0.173333,
1996-01-31,0.186667,
1996-05-01,0.186667,
1996-07-31,0.186667,
1996-10-30,0.186667,
1997-02-05,0.2,
1997-04-30,0.2,
1997-07-30,0.2,
1997-10-10,,3
1997-11-05,0.2,
1998-02-04,0.2,
1998-04-29,0.2,
1998-08-05,0.2,
1998-11-04,0.2,
1999-02-03,0.2,
1999-05-05,0.2,
1999-08-04,0.2,
1999-11-03,0.2,
2000-02-02,0.2,
2000-05-03,0.2,
2000-08-02,0.2,
2000-11-01,0.2,
2001-01-31,0.06,
2001-05-02,0.06,
2001-08-01,0.06,
2001-10-31,0.06,
2002-01-30,0.06,
2002-05-01,0.06,
2002-07-31,0.07,
2002-10-30,0.07,
2003-02-05,0.07,
2003-04-30,0.07,
2003-07-30,0.08,
2003-11-05,0.08,
2004-02-04,0.08,
2004-05-05,0.08,
2004-08-04,0.1,
2004-11-03,0.1,
2005-02-02,0.11,
2005-05-04,0.11,
2005-08-03,0.13,
2005-11-02,0.13,
2006-02-01,0.16,
2006-05-03,0.16,
2006-08-02,0.18,
2006-11-01,0.18,
2007-01-31,0.22,
2007-05-02,0.22,
2007-08-01,0.26,
2007-10-31,0.26,
2008-01-30,0.29,
2008-04-30,0.29,
2008-07-30,0.32,
2008-11-05,0.32,
2009-02-04,0.34,
2009-04-29,0.34,
2009-08-05,0.34,
2009-11-04,0.34,
2010-02-03,0.34,
2010-05-05,0.34,
2010-08-04,0.36,
2010-11-03,0.36,
2011-02-02,0.4,
2011-05-04,0.4,
2011-08-03,0.43,
2011-11-02,0.43,
2012-02-01,0.47,
2012-05-02,0.47,
2012-08-09,0.5,
2012-10-31,0.5,
2013-01-30,0.5,
2013-05-01,0.5,
2013-07-31,0.52,
2013-10-30,0.52,
2014-02-05,0.54,
2014-04-30,0.54,
2014-07-30,0.57,
2014-11-05,0.57,
2015-02-04,0.59,
2015-04-29,0.59,
2015-05-06,0.59,
2015-08-05,0.59,
2015-11-04,0.59,
2016-02-03,0.59,
2016-05-04,0.59,
2016-08-04,0.59,
2016-11-02,0.59,
2017-02-01,0.61,
2017-05-03,0.61,
2017-08-03,0.61,
2017-11-02,0.61,
2018-02-01,0.72,
2018-05-03,0.72,
2018-08-03,0.8,
2018-11-01,0.8,
2019-02-01,0.86,
2019-05-02,0.86,
2019-08-02,0.94,
2019-10-31,0.94,
2020-02-06,0.94,
2020-05-07,0.94,
2020-08-06,0.94,
2020-11-05,0.94,
2021-02-04,0.99,
2021-05-06,0.99,
2021-08-06,1.09,
2021-11-04,1.09,
2022-02-03,1.24,
2022-05-05,1.24,
2022-08-05,1.24,
2022-11-03,1.24,
2023-02-02,1.35,
2023-05-04,1.35,
2023-08-03,1.35,
2023-11-02,1.35,
2024-02-01,1.35,
2024-05-02,1.35,
2024-08-02,1.35,
2024-11-01,1.35,
2025-02-07,1.35,
2025-05-02,1.35,
2025-08-01,1.35,
2025-11-07,1.35,
2026-02-06,1.35,
2026-05-08,1.35,
2026-08-07,1.35,
