Date,Shares
2015-10-22,490817000
2016-02-24,491053000
2016-04-29,491313000
2016-07-29,491709000
2016-11-02,491712000
2017-02-28,491712000
2017-03-16,491712000
2017-07-28,491884992
2018-11-14,493108992
2018-11-15,493108992
2018-11-19,493108992
2018-11-21,493108992
2018-11-22,493108992
2018-11-26,493108992
2018-11-28,493108992
2018-11-29,493108992
2018-12-02,493108992
2018-12-03,493108992
2018-12-04,493108992
2018-12-06,493108992
2018-12-07,493108992
2018-12-09,493108992
2018-12-10,493108992
2018-12-11,493108992
2018-12-12,493108992
2018-12-14,493108992
2018-12-16,493108992
2018-12-17,493108992
2018-12-19,493108992
2018-12-21,493108992
2018-12-30,493108992
2019-01-05,493108992
2019-01-07,493108992
2019-01-09,493108992
2019-01-10,493108992
2019-01-12,493108992
2019-01-14,493108992
2019-01-16,493108992
2019-01-17,493108992
2019-01-20,493108992
2019-01-22,493108992
2019-01-24,493108992
2019-01-25,493108992
2019-01-26,493108992
2019-01-28,493108992
2019-01-30,493108992
2019-02-04,493108992
2019-02-07,493108992
2019-02-10,493108992
2019-02-13,493108992
2019-02-15,493108992
2019-02-17,493108992
2019-02-18,493108992
2019-02-20,493108992
2019-02-28,493288000
2019-03-01,493288000
2019-03-07,493288000
2019-03-08,493288000
2019-03-10,493288000
2019-03-11,493288000
2019-03-14,493288000
2019-03-17,493288000
2019-03-26,493288000
2019-03-29,493288000
2019-04-01,493288000
2019-04-05,493288000
2019-04-09,493288000
2019-04-10,493288000
2019-04-14,493288000
2019-04-16,493288000
2019-04-17,493288000
2019-04-18,493288000
2019-04-21,493288000
2019-04-22,493288000
2019-04-29,493436000
2019-04-30,493436000
2019-05-02,493436000
2019-05-05,493436000
2019-05-06,493436000
2019-05-09,493436000
2019-05-10,493436000
2019-05-12,493436000
2019-05-19,493436000
2019-05-22,493436000
2019-05-23,493436000
2019-05-28,493435008
2019-05-29,493435008
2019-06-03,493436000
2019-06-04,493436000
2019-06-05,493436000
2019-06-06,493436000
2019-06-10,493436000
2019-06-11,493435008
2019-06-12,493435008
2019-06-17,493436000
2019-06-19,493436000
2019-06-21,493436000
2019-06-23,493436000
2019-06-24,493436000
2019-06-26,493436000
2019-07-03,499369984
2019-07-04,493436000
2019-07-05,488235008
2019-07-06,493436000
2019-07-11,495892992
2019-07-12,494088000
2019-07-13,493436000
2019-07-24,490096000
2019-07-25,493436000
2019-07-29,493795008
2019-08-05,494407008
2019-08-06,493795008
2019-08-07,497609984
2019-08-08,503444000
2019-08-09,495844992
2019-08-10,493795008
2019-08-30,487862016
2019-09-02,485560992
2019-09-04,493795008
2019-09-06,491744992
2019-09-09,494120000
2019-09-12,493795008
2019-09-13,493795008
2019-09-20,494644000
2019-09-21,493795008
2019-10-04,491820000
2019-10-08,493268000
2019-10-09,493795008
2019-10-21,499848000
2019-10-22,493795008
2019-10-28,493952000
2019-11-05,498334016
2019-11-06,502415008
2019-11-07,497996992
2019-11-08,489587008
2019-11-09,493952000
2019-11-14,501542016
