Date,Shares
2015-12-10,310031000
2016-03-11,309147000
2016-06-07,308647000
2016-12-07,304379000
2017-03-09,304379000
2017-06-08,300528992
2017-09-28,300528992
2018-11-13,300656000
2018-11-14,300656000
2018-11-15,300656000
2018-11-19,300656000
2018-11-21,300656000
2018-11-22,300656000
2018-11-26,300656000
2018-11-28,300656000
2018-11-29,300656000
2018-12-02,300656000
2018-12-03,300656000
2018-12-04,300656000
2018-12-06,300656000
2018-12-07,300656000
2018-12-10,301028992
2018-12-11,301028992
2018-12-12,301028992
2018-12-14,301028992
2018-12-16,301028992
2018-12-17,301028992
2018-12-19,301028992
2018-12-21,301028992
2018-12-30,301028992
2019-01-05,301028992
2019-01-07,301028992
2019-01-09,301028992
2019-01-10,301028992
2019-01-12,301028992
2019-01-14,301028992
2019-01-16,301028992
2019-01-20,301028992
2019-01-24,301028992
2019-01-25,301028992
2019-01-26,301028992
2019-01-28,301028992
2019-01-30,301028992
2019-02-04,301028992
2019-02-07,301028992
2019-02-10,301028992
2019-02-13,301028992
2019-02-15,301028992
2019-02-17,301028992
2019-02-18,301028992
2019-02-20,301028992
2019-02-28,301028992
2019-03-01,301028992
2019-03-07,301028992
2019-03-08,301028992
2019-03-10,301118016
2019-03-14,301118016
2019-03-17,301118016
2019-03-26,301118016
2019-03-29,301118016
2019-04-01,301118016
2019-04-05,301118016
2019-04-09,301118016
2019-04-14,301118016
2019-04-17,301118016
2019-04-21,301118016
2019-04-29,301118016
2019-05-02,301118016
2019-05-05,301118016
2019-05-09,301118016
2019-05-12,301118016
2019-05-19,301118016
2019-05-22,301118016
2019-05-28,301118016
2019-06-03,301118016
2019-06-05,301118016
2019-06-10,301150016
2019-06-11,301150016
2019-06-12,301150016
2019-06-17,301150016
2019-06-19,301150016
2019-06-21,301150016
2019-06-23,301150016
2019-06-24,301150016
2019-06-26,301150016
2019-07-03,305052992
2019-07-04,301150016
2019-07-05,293705984
2019-07-06,301150016
2019-07-11,300713984
2019-07-12,297295008
2019-07-13,301150016
2019-07-24,303566016
2019-07-25,301150016
2019-08-05,299513984
2019-08-06,301150016
2019-08-07,309408000
2019-08-08,303780992
2019-08-09,306769984
2019-08-10,301150016
2019-08-23,304003008
2019-08-24,301150016
2019-08-30,291832000
2019-09-02,280872000
2019-09-04,301150016
2019-09-06,303715008
2019-09-09,301284000
2019-09-11,295308992
2019-09-12,301150016
2019-09-13,301150016
2019-09-20,301344000
2019-09-22,301150016
2019-09-30,301187008
2019-10-04,297257984
2019-10-08,301187008
2019-10-21,298675008
2019-10-22,301187008
2019-11-05,299697984
2019-11-06,300992000
2019-11-07,302487008
2019-11-08,302876992
2019-11-09,301187008
2019-11-14,307616000
2019-11-15,299279008
2019-11-16,301187008
2019-12-06,301655008
2019-12-18,300396992
2019-12-19,301655008
2020-01-08,301531008
2020-01-09,299664992
2020-01-10,294441984
2020-01-11,296396992
2020-01-12,301655008
2020-01-13,304076000
2020-01-14,301655008
2020-02-07,296484000
2020-02-08,301655008
2020-02-12,301840992
2020-02-13,298251008
2020-02-14,301655008
2020-03-06,301744992
2020-05-09,301744992
2020-05-21,310828000
2020-05-22,301744992
2020-06-05,302164000
2020-08-05,302164000
2020-08-28,302164000
2020-09-05,326572000
2020-09-06,302164000
2020-09-21,302164000
2020-09-28,302271008
2020-10-06,302271008
2020-10-08,304337984
2020-11-26,302271008
2020-12-10,302944992
2021-02-04,302944992
2021-03-11,303008992
2021-03-17,297184992
2021-03-18,303008992
2021-03-24,303008992
2021-03-31,303008992
2021-04-02,303008992
2021-04-09,303008992
2021-04-10,303008992
2021-04-14,302823008
2021-04-23,309248992
2021-04-24,314068992
2021-04-27,303008992
2021-06-11,303051008
2021-09-27,301518016
2021-10-20,302108000
2021-10-26,302108000
2021-11-03,302108000
2021-11-05,306608000
2021-11-06,302108000
2021-12-13,301737984
2022-02-11,301737984
2022-03-12,301704000
2022-04-19,301704000
2022-06-10,300576000
2022-08-05,300576000
2022-08-06,300576000
2022-09-14,300576000
2022-09-23,299364000
2022-10-04,295600000
2022-10-05,299364000
2022-10-20,299758016
2022-10-21,306368992
2022-10-23,299758016
2022-11-04,299758016
2022-11-05,302116992
2022-11-06,299758016
2022-11-24,299929984
2022-11-25,299758016
2022-12-08,299468000
2022-12-14,302873984
2022-12-16,299468000
2023-02-15,304046016
2023-02-17,299468000
2023-03-09,299476000
2023-03-10,299476000
2023-03-18,303291008
2023-03-21,299476000
2023-04-21,300304000
2023-04-22,299476000
2023-05-03,299476000
2023-05-11,300854016
2023-05-12,299476000
2023-05-13,299585984
2023-05-17,299476000
2023-06-11,298092000
2023-06-23,298156992
2023-06-24,298092000
2023-07-12,299452992
2023-07-13,298092000
2023-08-22,298092000
2023-09-25,297944992
2023-09-27,297944992
2023-10-17,301479008
2023-10-18,297944992
2023-10-19,297944992
2023-10-20,297622016
2023-10-24,299204000
2023-11-04,299728000
2023-11-08,299609984
2023-11-09,297622016
2023-12-06,302340000
2023-12-07,298100000
2023-12-09,298100000
2023-12-12,298100000
2023-12-13,298100000
2023-12-15,304342016
2023-12-16,298100000
2023-12-21,298100000
2023-12-22,298100000
2023-12-23,298100000
2023-12-28,298100000
2023-12-30,298100000
2024-01-03,298100000
2024-01-05,298100000
2024-01-06,298100000
2024-01-09,298100000
2024-01-10,298100000
2024-01-13,298100000
2024-01-18,298100000
2024-01-19,298100000
2024-01-20,298100000
2024-01-23,298100000
2024-01-25,298100000
2024-01-27,298100000
2024-01-30,298100000
2024-01-31,298100000
2024-02-01,298100000
2024-02-03,298100000
2024-02-06,298100000
2024-02-07,298100000
2024-02-08,298100000
2024-02-09,298100000
2024-02-10,305980000
2024-02-13,298100000
2024-02-14,298100000
2024-02-15,298100000
2024-02-16,298100000
2024-02-22,298100000
2024-02-24,298100000
2024-02-27,298100000
2024-03-05,298100000
2024-03-06,298100000
2024-03-07,298103008
2024-03-14,298103008
2024-03-16,298103008
2024-03-19,298103008
2024-03-20,298103008
2024-03-21,298103008
2024-03-22,298103008
2024-03-23,298103008
2024-03-26,298103008
2024-04-02,298103008
2024-04-03,298103008
2024-04-04,298103008
2024-04-06,298103008
2024-04-09,298103008
2024-04-10,298103008
2024-04-11,298103008
2024-04-12,298103008
2024-04-16,298103008
2024-04-17,298103008
2024-04-19,298103008
2024-04-20,298103008
2024-04-24,298103008
2024-04-25,298103008
2024-04-26,298103008
2024-04-27,298103008
2024-04-30,298103008
2024-05-04,298103008
2024-05-08,298103008
2024-05-11,298103008
2024-05-14,298103008
2024-05-15,299528000
2024-05-16,298103008
2024-05-17,298103008
2024-05-18,298103008
2024-05-21,300368992
2024-05-22,298103008
2024-05-24,302348000
2024-05-25,298103008
2024-05-31,298103008
2024-06-01,298103008
2024-06-06,298553984
2024-06-07,302463008
2024-06-12,298553984
2024-06-13,300716992
2024-06-14,298553984
2024-06-15,298553984
2024-06-19,298553984
2024-06-21,299955008
2024-06-22,298553984
2024-06-25,298553984
2024-06-26,298553984
2024-06-27,298553984
2024-06-28,302599008
2024-06-29,298553984
2024-07-02,298553984
2024-07-03,298553984
2024-07-04,298553984
2024-07-06,298553984
2024-07-09,298553984
2024-07-10,298553984
2024-07-13,298553984
2024-07-16,298553984
2024-07-17,298553984
2024-07-18,298553984
2024-07-23,298553984
2024-07-24,298553984
2024-07-25,298553984
2024-07-30,298553984
2024-07-31,298553984
2024-08-01,298553984
2024-08-02,298553984
2024-08-07,298553984
2024-08-08,298553984
2024-08-10,298553984
2024-08-13,302807008
2024-08-15,298553984
2024-08-17,298553984
2024-08-20,298553984
2024-08-21,298553984
2024-08-27,300804000
2024-08-28,298553984
2024-09-04,298553984
2024-09-05,298553984
2024-09-06,300297984
2024-09-07,298553984
2024-09-11,302292992
2024-09-12,310462016
2024-09-13,298553984
2024-09-14,298553984
2024-09-16,298553984
2024-09-17,298553984
2024-09-18,298785984
2024-09-19,298553984
2024-09-20,298105984
2024-09-26,298105984
2024-09-27,298105984
2024-09-28,298497984
2024-10-04,301763008
2024-10-05,298105984
