Date,Dividend,Split,DividendRaw
1995-03-15,0.008333,,
1995-06-08,0.008333,,
1995-08-31,0.008333,,
1995-11-29,0.008333,,
1996-03-15,0.008667,,
1996-06-13,0.008667,,
1996-08-29,0.008667,,
1996-12-11,0.008667,,
1997-03-17,0.011333,,
1997-06-18,0.011333,,
1997-09-17,0.011333,,
1997-12-17,0.011333,,
1998-03-18,0.013,,
1998-06-17,0.013,,
1998-09-16,0.013,,
1998-12-09,0.013,,
1999-03-17,0.016667,,
1999-04-20,,2,
1999-06-16,0.016667,,
1999-09-15,0.016667,,
1999-12-15,0.016667,,
2000-03-15,0.02,,
2000-06-14,0.02,,
2000-09-13,0.02,,
2000-12-20,0.02,,
2001-03-21,0.023333,,
2001-06-20,0.023333,,
2001-09-19,0.023333,,
2001-12-19,0.023333,,
2002-03-20,0.025,,
2002-06-19,0.025,,
2002-09-18,0.025,,
2002-12-18,0.025,,
2003-03-19,0.03,,
2003-06-18,0.03,,
2003-10-02,0.03,,
2003-12-17,0.03,,
2004-03-17,0.043333,,
2004-05-19,0.043333,,
2004-08-18,0.043333,,
2004-12-15,0.043333,,
2005-03-16,0.05,,
2005-05-18,0.05,,
2005-08-17,0.05,,
2005-12-14,0.05,,
2006-03-15,0.056,,
2006-05-17,0.056,,
2006-08-16,0.056,,
2006-12-13,0.056,,
2007-03-14,0.073333,,
2007-05-16,0.073333,,
2007-08-15,0.073333,,
2007-12-12,0.073333,,
2008-03-12,0.079333,,
2008-05-14,0.079333,,
2008-08-13,0.079333,,
2008-12-11,0.079333,,
2009-03-11,0.091,,
2009-05-13,0.091,,
2009-08-12,0.091,,
2009-12-09,0.091,,
2010-03-10,0.101,,
2010-05-12,0.101,,
2010-08-11,0.101,,
2010-12-08,0.101,,
2011-03-09,0.121667,,
2011-05-11,0.121667,,
2011-08-10,0.121667,,
2011-12-07,0.121667,,
2012-03-08,0.132667,,
2012-05-09,0.132667,,
2012-08-08,0.132667,,
2012-12-05,0.132667,,
2013-03-08,0.156667,,
2013-05-08,0.156667,,
2013-08-07,0.156667,,
2013-12-04,0.156667,,
2014-03-07,0.16,,
2014-05-07,0.16,,
2014-08-06,0.16,,
2014-12-03,0.16,,
2015-03-11,0.163333,,
2015-05-06,0.163333,,
2015-08-05,0.163333,,
2015-12-02,0.163333,,
2016-03-09,0.166667,,
2016-05-11,0.166667,,
2016-08-10,0.166667,,
2016-12-07,0.166667,,
2017-03-08,0.17,,
2017-05-10,0.17,,
2017-08-09,0.17,,
2017-12-07,0.17,,
2018-03-08,0.173333,,
2018-05-10,0.173333,,
2018-08-09,0.173333,,
2018-12-06,0.173333,,
2019-03-14,0.176667,,
2019-05-09,0.176667,,
2019-08-08,0.176667,,
2019-12-05,0.176667,,
2020-03-19,0.18,,
2020-05-07,0.18,,
2020-08-13,0.18,,
2020-12-10,0.18,,
2021-03-18,0.183333,,
2021-05-06,0.183333,,
2021-08-12,0.183333,,
2021-12-09,0.183333,,
2022-03-17,0.186667,,
2022-05-05,0.186667,,
2022-08-11,0.186667,,
2022-12-08,0.186667,,
2023-03-16,0.19,,
2023-05-04,0.19,,
2023-08-10,0.19,,
2023-12-07,0.19,,
2024-02-26,,3,
2024-03-14,0.208,,
2024-05-09,0.208,,
2024-08-16,0.208,,
2024-12-13,0.208,,
2025-03-21,0.235,,
2025-05-09,0.235,,
2025-08-15,0.235,,
2025-12-12,0.235,,
2026-03-20,0.248,,
2026-05-08,0.248,,
2026-08-21,0.248,,
