Date,Value
1987-01-01,10.5
1987-02-01,11.2
1987-03-01,10.4
1987-04-01,10.2
1987-05-01,10.0
1987-06-01,9.7
1987-07-01,10.0
1987-08-01,9.9
1987-09-01,9.8
1987-10-01,10.2
1987-11-01,9.9
1987-12-01,9.5
1988-01-01,8.9
1988-02-01,8.7
1988-03-01,8.9
1988-04-01,9.5
1988-05-01,9.0
1988-06-01,8.6712
1988-07-01,8.6524905
1988-08-01,8.2746174
1988-09-01,8.1896773
1988-10-01,8.1063714
1988-11-01,8.0892
1988-12-01,8.1156091
1989-01-01,8.0555318
1989-02-01,8.121515
1989-03-01,8.2893435
1989-04-01,8.40728
1989-05-01,8.9316522
1989-06-01,9.2783318
1989-07-01,9.3838095
1989-08-01,9.5813609
1989-09-01,9.4082762
1989-10-01,9.8193727
1989-11-01,11.3620773
1989-12-01,12.1916
1990-01-01,12.1211348
1990-02-01,12.20837
1990-03-01,12.3759773
1990-04-01,12.0823143
1990-05-01,11.3575913
1990-06-01,10.7609619
1990-07-01,10.6943864
1990-08-01,10.3295609
1990-09-01,10.5448
1990-10-01,10.7487217
1990-11-01,10.4303682
1990-12-01,10.4818762
1991-01-01,10.5211826
1991-02-01,10.591175
1991-03-01,10.3301762
1991-04-01,10.1295682
1991-05-01,9.9908
1991-06-01,9.757505
1991-07-01,9.5037696
1991-08-01,9.4889
1991-09-01,9.7051238
1991-10-01,9.8230087
1991-11-01,9.6689571
1991-12-01,9.5063227
1992-01-01,9.9012391
1992-02-01,10.17256
1992-03-01,10.2101182
1992-04-01,10.1781318
1992-05-01,10.205719
1992-06-01,10.5457364
1992-07-01,10.6460739
1992-08-01,11.1949619
1992-09-01,12.7606545
1992-10-01,13.0113727
1992-11-01,13.0818619
1992-12-01,18.4646783
1993-01-01,14.5684524
1993-02-01,17.32333
1993-03-01,13.3701522
1993-04-01,10.7178
1993-05-01,9.153181
1993-06-01,8.1473545
1993-07-01,10.6901545
1993-08-01,12.0788591
1993-09-01,10.1565227
1993-10-01,8.6858714
1993-11-01,8.0077318
1993-12-01,7.5194957
1994-01-01,6.386819
1994-02-01,6.37875
1994-03-01,6.2256565
1994-04-01,6.1890476
1994-05-01,5.9252864
1994-06-01,6.2206364
1994-07-01,6.1329524
1994-08-01,6.6042609
1994-09-01,6.605
1994-10-01,6.430381
1994-11-01,6.3276364
1994-12-01,6.2009091
1995-01-01,6.1990909
1995-02-01,5.9692
1995-03-01,7.318
1995-04-01,7.0558
1995-05-01,6.7857391
1995-06-01,6.7223636
1995-07-01,6.5439048
1995-08-01,6.0748696
1995-09-01,5.7115238
1995-10-01,5.6965182
1995-11-01,5.3679091
1995-12-01,4.9884762
1996-01-01,4.5626087
1996-02-01,4.4518333
1996-03-01,4.3414286
1996-04-01,3.97375
1996-05-01,3.8421739
1996-06-01,3.959375
1996-07-01,3.9284783
1996-08-01,3.9159091
1996-09-01,3.8369048
1996-10-01,3.6727217
1996-11-01,3.6684762
1996-12-01,3.6477273
1997-01-01,3.633913
1997-02-01,3.6232
1997-03-01,3.6841905
1997-04-01,3.6707273
1997-05-01,3.6328182
1997-06-01,3.6219048
1997-07-01,3.6210435
1997-08-01,3.6544762
1997-09-01,3.6653636
1997-10-01,3.9343478
1997-11-01,4.0112
1997-12-01,4.0203478
1998-01-01,3.9332727
1998-02-01,3.8783
1998-03-01,3.8801818
1998-04-01,3.9182955
1998-05-01,4.5803571
1998-06-01,4.1438636
1998-07-01,4.1744565
1998-08-01,4.3344048
1998-09-01,4.9120455
1998-10-01,4.8479545
1998-11-01,4.4296429
1998-12-01,4.2321739
1999-01-01,3.8875
1999-02-01,3.615
1999-03-01,3.4590217
1999-04-01,3.1597727
1999-05-01,3.1084524
1999-06-01,3.1267045
1999-07-01,3.1730682
1999-08-01,3.2072727
1999-09-01,3.1752273
1999-10-01,3.6907143
1999-11-01,3.8526136
1999-12-01,3.7984783
2000-01-01,3.7164286
2000-02-01,3.9332143
2000-03-01,4.1847826
2000-04-01,4.3245
2000-05-01,4.7013043
2000-06-01,5.1411364
2000-07-01,5.7754762
2000-08-01,5.6575
2000-09-01,6.0978571
2000-10-01,5.5529545
2000-11-01,5.4961364
2000-12-01,5.385119
2001-01-01,5.3435435
2001-02-01,5.272
2001-03-01,5.1621591
2001-04-01,5.1120238
2001-05-01,5.1091304
2001-06-01,4.9641667
2001-07-01,4.9323864
2001-08-01,4.8077174
2001-09-01,4.433375
2001-10-01,3.9595652
2001-11-01,3.7010227
2001-12-01,3.634881
2002-01-01,3.6329348
2002-02-01,3.604625
2002-03-01,3.6404762
2002-04-01,3.6668182
2002-05-01,3.7255435
2002-06-01,3.733125
2002-07-01,3.6778261
2002-08-01,3.5789773
2002-09-01,3.4522619
2002-10-01,3.4358652
2002-11-01,3.3108333
2002-12-01,3.0653409
2003-01-01,2.9747826
2003-02-01,2.83425
2003-03-01,2.6663095
2003-04-01,2.6713636
2003-05-01,2.5352273
2003-06-01,2.217381
2003-07-01,2.1779348
2003-08-01,2.185
2003-09-01,2.1860227
2003-10-01,2.1955435
2003-11-01,2.212625
2003-12-01,2.2238043
2004-01-01,2.1942045
2004-02-01,2.17925
2004-03-01,2.1446739
2004-04-01,2.1686364
2004-05-01,2.1959524
2004-06-01,2.2098864
2004-07-01,2.2182955
2004-08-01,2.20875
2004-09-01,2.2107955
2004-10-01,2.2057143
2004-11-01,2.2063636
2004-12-01,2.1980435
2005-01-01,2.1958333
2005-02-01,2.189375
2005-03-01,2.1861957
2005-04-01,2.1809476
2005-05-01,2.17585
2005-06-01,2.1609091
2005-07-01,2.162781
2005-08-01,2.1729087
2005-09-01,2.1765864
2005-10-01,2.217781
2005-11-01,2.3907682
2005-12-01,2.481
2006-01-01,2.5246409
2006-02-01,2.65741
2006-03-01,2.8476739
2006-04-01,2.917925
2006-05-01,2.9781565
2006-06-01,3.0786273
2006-07-01,3.2044381
2006-08-01,3.3310826
2006-09-01,3.4463476
2006-10-01,3.6145455
2006-11-01,3.7244682
2006-12-01,3.8404095
2007-01-01,3.9189783
2007-02-01,3.994925
2007-03-01,4.0725773
2007-04-01,4.1617524
2007-05-01,4.2822435
2007-06-01,4.3719048
2007-07-01,4.4157591
2007-08-01,4.6605087
2007-09-01,4.84933
2007-10-01,4.8355696
2007-11-01,4.8184045
2007-12-01,4.9178667
2008-01-01,4.7256522
2008-02-01,4.6147667
2008-03-01,4.8092048
2008-04-01,4.9956818
2008-05-01,5.1432455
2008-06-01,5.3245238
2008-07-01,5.3789087
2008-08-01,5.3833381
2008-09-01,5.4175773
2008-10-01,5.9902957
2008-11-01,6.075745
2008-12-01,5.2917391
2009-01-01,4.44275
2009-02-01,3.859535
2009-03-01,3.2772727
2009-04-01,2.943
2009-05-01,2.6656524
2009-06-01,2.3451818
2009-07-01,2.0641913
2009-08-01,1.9379905
2009-09-01,1.7624682
2009-10-01,1.5828182
2009-11-01,1.5586667
2009-12-01,1.5517609
2010-01-01,1.4629048
2010-02-01,1.39265
2010-03-01,1.3716739
2010-04-01,1.28375
2010-05-01,1.2519889
2010-06-01,1.1519773
2010-07-01,1.1340909
2010-08-01,1.1445455
