Date,Value
1992-01-01,30.1
1992-02-01,27.2
1992-03-01,24.8
1992-04-01,23.3
1992-05-01,23.2
1992-06-01,20.0
1992-07-01,15.4
1992-08-01,15.2
1992-09-01,15.2
1992-10-01,14.7
1992-11-01,14.4
1992-12-01,14.6
1993-01-01,12.0
1993-02-01,6.3
1993-03-01,7.9
1993-04-01,11.3
1993-05-01,15.9
1993-06-01,15.9
1993-07-01,16.6
1993-08-01,17.3
1993-09-01,18.0
1993-10-01,20.7
1993-11-01,20.9
1993-12-01,21.8
1994-01-01,18.6
1994-02-01,21.2
1994-03-01,22.6
1994-04-01,23.6
1994-05-01,23.9
1994-06-01,24.7
1994-07-01,28.8
1994-08-01,25.5
1994-09-01,29.5
1994-10-01,30.4
1994-11-01,27.6
1994-12-01,30.8
1995-01-01,31.4
1995-02-01,32.7
1995-03-01,35.1
1995-04-01,34.0
1995-05-01,34.0
1995-06-01,33.6
1995-07-01,31.8
1995-08-01,29.2
1995-09-01,28.0
1995-10-01,29.9
1995-11-01,27.6
1995-12-01,28.8
1996-01-01,25.5
1996-02-01,25.5
1996-03-01,24.7
1996-04-01,24.3
1996-05-01,24.1
1996-06-01,23.9
1996-07-01,23.4
1996-08-01,22.8
1996-09-01,23.3
1996-10-01,22.8
1996-11-01,22.1
1996-12-01,23.3
1997-01-01,24.5
1997-02-01,21.6
1997-03-01,22.0
1997-04-01,21.0
1997-05-01,20.7
1997-06-01,20.4
1997-07-01,20.0
1997-08-01,19.9
1997-09-01,19.8
1997-10-01,19.4
1997-11-01,19.8
1997-12-01,19.2
1998-01-01,20.4
1998-02-01,19.1
1998-03-01,18.6
1998-04-01,18.3
1998-05-01,18.3
1998-06-01,17.5
1998-07-01,17.5
1998-08-01,16.0
1998-09-01,17.5
1998-10-01,17.3
1998-11-01,19.7
1998-12-01,15.8
1999-01-01,17.9
1999-02-01,14.8
1999-03-01,15.6
1999-04-01,15.3
1999-05-01,14.6
1999-06-01,14.9
1999-07-01,14.5
1999-08-01,14.1
1999-09-01,14.1
1999-10-01,14.6
1999-11-01,13.9
1999-12-01,13.2
2000-01-01,12.515533
2000-02-01,11.515177
2000-03-01,11.331983
2000-04-01,10.937865
2000-05-01,10.480817
2000-06-01,11.012238
2000-07-01,10.72191
2000-08-01,10.449592
2000-09-01,10.905617
2000-10-01,10.796594
2000-11-01,10.995999
2000-12-01,10.976762
2001-01-01,10.566819
2001-02-01,10.952082
2001-03-01,11.705831
2001-04-01,10.398942
2001-05-01,11.269685
2001-06-01,11.32845
2001-07-01,10.776354
2001-08-01,11.11096
2001-09-01,11.1
2001-10-01,11.03
2001-11-01,10.262613
2001-12-01,10.487967
2002-01-01,9.066976
2002-02-01,8.758616
2002-03-01,8.335499
2002-04-01,8.2
2002-05-01,8.18
2002-06-01,8.1
2002-07-01,8.88
2002-08-01,9.58
2002-09-01,9.2
2002-10-01,9.8
2002-11-01,9.4
2002-12-01,8.9
2003-01-01,7.63
2003-02-01,4.31
2003-03-01,6.19
2003-04-01,6.72
2003-05-01,6.63
