Date,Value
2008-01-01,7.5
2008-02-01,7.5
2008-03-01,7.5
2008-04-01,7.5
2008-05-01,7.5
2008-06-01,7.75
2008-07-01,8.0
2008-08-01,8.25
2008-09-01,8.25
2008-10-01,8.25
2008-11-01,8.25
2008-12-01,8.25
2009-01-01,7.75
2009-02-01,7.5
2009-03-01,6.75
2009-04-01,6.0
2009-05-01,5.25
2009-06-01,4.75
2009-07-01,4.5
2009-08-01,4.5
2009-09-01,4.5
2009-10-01,4.5
2009-11-01,4.5
2009-12-01,4.5
2010-01-01,4.5
2010-02-01,4.5
2010-03-01,4.5
2010-04-01,4.5
2010-05-01,4.5
2010-06-01,4.5
2010-07-01,4.5
2010-08-01,4.5
2010-09-01,4.5
2010-10-01,4.5
2010-11-01,4.5
2010-12-01,4.5
2011-01-01,4.5
2011-02-01,4.5
2011-03-01,4.5
2011-04-01,4.5
2011-05-01,4.5
2011-06-01,4.5
2011-07-01,4.5
2011-08-01,4.5
2011-09-01,4.5
2011-10-01,4.5
2011-11-01,4.5
2011-12-01,4.5
2012-01-01,4.5
2012-02-01,4.5
2012-03-01,4.5
2012-04-01,4.5
2012-05-01,4.5
2012-06-01,4.5
2012-07-01,4.5
2012-08-01,4.5
2012-09-01,4.5
2012-10-01,4.5
2012-11-01,4.5
2012-12-01,4.5
2013-01-01,4.5
2013-02-01,4.5
2013-03-01,4.0
2013-04-01,4.0
