Date,Value
1993-01-01,6.61315789473684
1993-02-01,9.8735
1993-03-01,11.9195652173913
1993-04-01,16.8785714285714
1993-05-01,12.3142857142857
1993-06-01,12.09
1993-07-01,9.2975
1993-08-01,10.1981818181818
1993-09-01,8.56
1993-10-01,7.266
1993-11-01,5.17045454545455
1993-12-01,5.47090909090909
1994-01-01,7.62666666666667
1994-02-01,6.9585
1994-03-01,7.77086956521739
1994-04-01,5.9165
1994-05-01,5.88681818181818
1994-06-01,5.88409090909091
1994-07-01,7.38894736842105
1994-08-01,7.72391304347826
1994-09-01,8.40636363636364
1994-10-01,10.011
1994-11-01,10.4245454545455
1994-12-01,10.7504761904762
1995-01-01,10.4995454545455
1995-02-01,10.2735
1995-03-01,9.86869565217391
1995-04-01,10.2115789473684
1995-05-01,10.0804761904762
1995-06-01,10.5236363636364
1995-07-01,11.2431578947368
1995-08-01,10.7117391304348
1995-09-01,10.9380952380952
1995-10-01,11.0913636363636
1995-11-01,11.1172727272727
1995-12-01,11.3
1996-01-01,11.3
1996-02-01,11.3
1996-03-01,11.31
1996-04-01,11.51
1996-05-01,11.76
1996-06-01,11.98
1996-07-01,12.4
1996-08-01,12.4
1996-09-01,12.4
1996-10-01,12.4
1996-11-01,12.4
1996-12-01,12.4
1997-01-01,12.4
1997-02-01,12.4
1997-03-01,12.4
1997-04-01,12.4
1997-05-01,12.4
1997-06-01,26.14
1997-07-01,16.14
1997-08-01,14.51
1997-09-01,14.5
1997-10-01,14.51
1997-11-01,14.8
1997-12-01,15.64
1998-01-01,14.75
1998-02-01,14.75
1998-03-01,14.84
1998-04-01,15.0
1998-05-01,15.0
1998-06-01,15.0
1998-07-01,14.75
1998-08-01,14.21
1998-09-01,13.91
1998-10-01,13.36
1998-11-01,11.93
1998-12-01,10.4
1999-01-01,9.09
1999-02-01,8.0
1999-03-01,7.7
1999-04-01,7.27
1999-05-01,6.91
1999-06-01,6.83
1999-07-01,6.49
1999-08-01,6.25
1999-09-01,6.02
1999-10-01,5.75
1999-11-01,5.47
1999-12-01,5.25
2000-01-01,5.25
2000-02-01,5.25
2000-03-01,5.25
