Date,Dividend,Split,DividendRaw
2013-12-02,2.182682,,
2014-04-02,0.536431,,
2014-10-16,1.033791,,
2015-04-02,0.525871,,
2015-10-22,1.093981,,
2016-03-31,0.505808,,
2016-10-27,0.862724,,
2017-04-06,0.483633,,
2017-10-26,1.027455,,
2018-04-05,0.606125,,
2018-06-11,,0.947,
2018-10-25,1.319,,
2019-04-04,0.631,,
2019-10-24,1.451,,
2020-11-12,2.082,,
2021-03-25,2.529,,
2021-10-28,1.665,,
2022-03-24,0.84,,
2022-10-27,1.91,,
2022-12-15,0.75,,
2023-03-16,0.75,,
2023-06-15,0.75,,
2023-10-05,0.75,,
2023-12-14,0.79,,
2024-03-14,0.79,,
2024-06-14,0.79,,
2024-09-27,0.79,,
2024-12-20,0.83,,
2025-03-21,0.83,,
2025-06-20,0.83,,
2025-09-26,0.83,,
2026-01-02,0.89,,
2026-03-06,0.89,,
2026-05-15,0.89,,
2026-08-21,0.89,,
