Date,Open,High,Low,Close,Volume
2020-01-02,73.5,73.88,72.19,72.61,1620800
2020-01-03,71.41,72.39,71.22,71.57,1337600
2020-01-06,71,72.17,70.19,71.49,1330000
2020-01-07,71.65,73.49,71.13,72.43,1574400
2020-01-08,70.6,71.5,69.61,71.18,2029500
2020-01-09,71.32,73.07,70.73,72.74,1301100
2020-01-10,73.01,73.83,71.85,72.1,1493300
2020-01-13,72.95,76,72.89,75.86,2668000
2020-01-14,76.22,78.87,75.6,78.18,3835800
2020-01-15,78.9,80.93,78,80.12,3101800
2020-01-16,80.36,81.5,78.51,80.42,2178700
2020-01-17,80.98,81.3,79.78,80.9,2151400
2020-01-21,80.79,81.42,80.58,81.32,2312700
2020-01-22,81.18,81.96,80.77,81.38,2138400
2020-01-23,80.33,82.1,79.51,81.9,1654700
2020-01-24,82,82.13,80.38,81.18,1409600
2020-01-27,78.63,79.66,78.01,78.94,2060800
2020-01-28,79.7,81.22,79.51,80.2,1130900
2020-01-29,80.83,81.61,79.74,80.73,1084500
2020-01-30,80.09,80.98,79.38,80.78,1261400
2020-01-31,79.8,80.36,78.72,80.28,5676000
2020-02-03,80.79,81.28,79.72,80.79,2220200
2020-02-04,82.5,91.93,82.42,90.43,4739800
2020-02-05,88.76,89,85.55,87.58,3418600
2020-02-06,87.57,87.99,85.54,86.95,1849600
2020-02-07,85.52,85.72,82.1,82.54,2337700
2020-02-10,83.11,84.7,83.11,83.25,1553700
2020-02-11,83.77,85.39,83.26,84.71,1311100
2020-02-12,87.02,88.09,86.1,86.83,1311800
2020-02-13,85.94,88.67,85.1,87.93,1725100
2020-02-14,88.54,90.54,88.49,89.64,2105500
2020-02-18,88.79,89.58,86.69,88.7,1448800
2020-02-19,89,90.7,88.69,89.34,2041200
2020-02-20,89,99.4,88.35,94.31,4973600
2020-02-21,92.15,93.32,90.46,92.43,2263400
2020-02-24,87.87,90.53,87.21,89.61,1682200
2020-02-25,90.39,91.17,85.68,85.83,2195600
2020-02-26,85.19,87.78,84.31,85.65,1583900
2020-02-27,83.11,84.94,80.74,80.8,2530000
2020-02-28,78.11,82,76.67,81.85,2580200
2020-03-02,82.49,84.3,80.15,84.3,1661200
2020-03-03,83.71,85.24,80.88,82.79,1932300
2020-03-04,85.06,86.37,83.27,86.27,1198000
2020-03-05,83.83,86.78,83.51,84.77,1490200
2020-03-06,82.36,83.96,80.64,82.6,1490700
2020-03-09,75.5,76.35,69.59,72.96,2627400
2020-03-10,77.11,77.63,72.22,75.19,2771400
2020-03-11,73.38,73.38,69.06,70.07,2059300
2020-03-12,63.97,68.56,60.57,64.79,2619400
2020-03-13,69.46,69.78,62.12,68.01,2067800
2020-03-16,61.34,63.02,58.93,58.96,2388300
2020-03-17,60.29,68.26,57.31,67.06,3062400
2020-03-18,62.41,69.11,58.62,68.64,2762300
2020-03-19,66.55,67.83,60.25,61.94,2016200
2020-03-20,62.68,63.41,53.02,53.45,2963600
2020-03-23,52.38,54.38,48.89,50.9,2507500
2020-03-24,53.89,57.87,53.05,56.03,1839500
2020-03-25,56.39,63.86,55.38,60.02,2295600
2020-03-26,60,60.72,57.2,60.46,2245100
2020-03-27,58,58,54.75,55.02,2439600
2020-03-30,55.61,56.49,54.51,55.6,2045800
2020-03-31,55.52,57.73,55.11,56.37,2585900
2020-04-01,54.26,57.04,53.62,54.84,2253900
2020-04-02,54.88,59.01,52.95,53.66,1911400
2020-04-03,53.63,55.38,52.69,52.7,1749700
2020-04-06,55.13,57.68,54.48,56.93,1725800
2020-04-07,58.31,60.35,56.49,57,1952000
2020-04-08,57.61,62.43,57.32,61.82,1706000
2020-04-09,62.35,67.24,62.17,67.02,1775400
2020-04-13,66.78,67.35,61.67,63.31,1678600
2020-04-14,64.75,65.84,63.25,63.68,1068400
2020-04-15,61.44,61.72,57.86,58.25,1335900
2020-04-16,58.26,58.92,56.7,58.57,1618100
2020-04-17,60.58,62.79,60.5,61.47,1011000
2020-04-20,60,61.68,59.5,60,1270600
2020-04-21,58.5,59.24,57.71,57.86,1381600
2020-04-22,58.96,60.08,58.6,59.45,684800
2020-04-23,60.67,62.25,60.26,60.66,816500
2020-04-24,61.11,61.96,59.68,61.53,1027100
2020-04-27,61.82,62.83,61.65,62.25,736800
2020-04-28,64,65.7,63.25,64.31,1087700
2020-04-29,64.06,66.37,64.06,64.67,1447900
2020-04-30,63.8,64.15,61.11,61.43,2007200
2020-05-01,60.5,60.5,56.94,57.44,1924900
2020-05-04,56.82,57.82,55.75,57.26,1275400
2020-05-05,58.37,60.34,58.31,58.47,1109000
2020-05-06,59.17,60.24,57.8,57.93,1885300
2020-05-07,59.9,61.86,57.39,59.74,2206600
2020-05-08,60.63,64.5,60.2,64.25,1514500
2020-05-11,63.16,65.72,62.88,64.41,1471300
2020-05-12,63,63.71,59.01,59.26,1881900
2020-05-13,59.02,60.3,57.77,59.92,1770000
2020-05-14,59,59.78,56.17,59.71,1333300
2020-05-15,59.5,61.62,59.42,61.35,1428000
2020-05-18,64,65.32,63.25,63.93,1288900
2020-05-19,63.82,65.29,63,63.51,1329900
2020-05-20,65.19,68.61,65.01,68.14,1641500
2020-05-21,67.82,69.79,67.41,67.97,1428300
2020-05-22,67.8,68.42,66.87,68.11,825400
2020-05-26,70.66,75.75,70.51,74.93,2391600
2020-05-27,76.39,79.13,74.04,75.04,1592500
2020-05-28,76.48,78.43,75.55,75.93,1408600
2020-05-29,75.45,77.32,74.35,76.52,1589800
2020-06-01,76.66,78.6,76.52,77.42,1061900
2020-06-02,78.32,79.44,77.03,78.59,1268300
2020-06-03,79.63,80.96,78.85,78.94,1685100
2020-06-04,78,80,77.73,79.97,1493700
2020-06-05,81.72,84.97,80.78,84.31,1950000
2020-06-08,84.62,86.91,84.25,86.74,1304100
2020-06-09,85,86,84.07,85,962300
2020-06-10,85.32,85.6,83.7,83.86,957900
2020-06-11,78.95,80.04,74.02,74.52,1656600
2020-06-12,78,78.67,75.36,77.32,1219900
2020-06-15,74.18,77.72,74,76.41,1134900
2020-06-16,79.77,80.31,77.26,79.23,1060000
2020-06-17,79.25,80.3,78.82,79.17,727000
2020-06-18,78.25,79.55,77.54,78.81,863700
2020-06-19,80.22,80.97,77.63,78.35,1243100
2020-06-22,75.51,76.93,74.66,75.78,1023200
2020-06-23,76.84,77.21,76.01,76.12,781700
2020-06-24,75.41,75.42,72.39,73.32,965600
2020-06-25,73.26,74.22,72.59,73.95,727200
2020-06-26,74.93,75.83,73.2,74.64,1652200
2020-06-29,75.97,77.37,75.03,76.33,843100
2020-06-30,75.81,77.56,75.74,77.21,1033100
2020-07-01,76.95,77.67,75.27,76.06,891600
2020-07-02,77.67,79.64,77.64,78.56,886000
2020-07-06,80,81.3,79.39,81.22,1045200
2020-07-07,80.26,80.44,77.62,78,1281300
2020-07-08,77.93,79.74,76.45,77.95,1351200
2020-07-09,78.19,78.19,74.78,75.75,1154300
2020-07-10,76,79.04,75.34,78.89,1071800
2020-07-13,80.3,84.46,80.15,81.56,2213100
2020-07-14,81.56,84.36,80.92,84.15,1353700
2020-07-15,85.88,86.83,85.15,86.6,1385100
2020-07-16,86.31,86.77,85.44,86.45,852600
2020-07-17,87,89.62,86.93,88.46,1360300
2020-07-20,88.75,89.17,86.65,87.04,816800
2020-07-21,87.57,88.13,87.03,87.18,821300
2020-07-22,87.2,88.39,86.67,87.69,726100
2020-07-23,87.76,89.41,86.97,87.93,756600
2020-07-24,87,87.92,86.2,87.04,586000
2020-07-27,85.52,86.11,83.85,85.78,1164900
2020-07-28,85.3,85.79,83.61,83.7,883600
2020-07-29,84.59,84.59,81.96,83.83,1161800
2020-07-30,82.47,83.89,81.05,83,900600
2020-07-31,82.61,82.96,80.5,82.46,2397900
2020-08-03,82.98,83.9,82.09,83.33,1124700
2020-08-04,83.11,87.04,82.39,85.33,1634100
2020-08-05,86.79,89.23,86.24,88.6,2177700
2020-08-06,86.64,87.81,82.32,83.34,2453400
2020-08-07,83,86.42,82.65,84.44,1236300
2020-08-10,85.45,87.28,85.17,87.22,810900
2020-08-11,88.63,92.78,88.5,92.45,1931300
2020-08-12,93.22,93.9,90.21,91.02,1070700
2020-08-13,90.41,92.14,89.6,91.6,1008000
2020-08-14,91.32,92.6,90.97,92.39,838200
2020-08-17,92.72,93.28,91.36,91.77,604500
2020-08-18,91.99,93.02,91.35,92.2,557400
2020-08-19,92.5,93.56,91.76,92.25,760800
2020-08-20,91.07,91.73,89.6,91.05,940900
2020-08-21,90.49,91.28,89.12,89.74,885200
2020-08-24,90.75,92,89.61,91.98,668900
2020-08-25,92.05,92.74,90.69,91.09,420500
2020-08-26,92.13,92.38,91.32,91.9,653200
2020-08-27,92.17,92.84,90.03,91.13,474500
2020-08-28,91.13,92.37,90.47,92.32,412000
2020-08-31,92.3,93.41,90.91,91.01,718500
2020-09-01,91.1,97.43,90.04,97.39,1561100
2020-09-02,97,99.81,96.75,99.65,1311100
2020-09-03,98.85,99.61,91.74,93.18,1731400
2020-09-04,93.04,95.54,90.77,94.72,1100800
2020-09-08,93,95,92.12,93.14,835700
2020-09-09,94.35,96.75,94.03,95.42,643900
2020-09-10,95.61,96.46,93.49,93.5,667800
2020-09-11,94.64,96.08,93.8,94.96,650900
2020-09-14,95.87,98.71,95.15,98.17,671800
2020-09-15,99,100.31,98.33,98.39,1192300
2020-09-16,99,99.59,97.7,97.8,998300
2020-09-17,96.28,100.97,95.52,100.45,937100
2020-09-18,100.38,101,97.13,97.96,1337200
2020-09-21,96.39,96.39,90.52,95.13,1406500
2020-09-22,94.71,95.54,92.93,95.24,656600
2020-09-23,88.98,89.35,80.15,80.42,5194900
2020-09-24,80.07,85.6,79.06,83.31,2368200
2020-09-25,82.98,85.25,82.54,84.52,1197800
2020-09-28,86.15,87.4,83.88,84.84,1433100
2020-09-29,84.95,87.63,84.78,86.86,1252900
2020-09-30,87.41,90.13,87.22,89.28,1369100
2020-10-01,90.01,90.97,86.47,86.73,1371800
2020-10-02,85.44,91.08,84.57,89.29,1204200
2020-10-05,91.26,95.89,91.14,94.76,1598300
2020-10-06,96.28,96.97,93.52,93.74,1381400
2020-10-07,96,97.99,95.6,96.69,1129100
2020-10-08,98.12,98.37,95.96,96.95,1133500
2020-10-09,98.1,99.13,95.66,96.03,767800
2020-10-12,96.73,96.73,94.65,94.94,798100
2020-10-13,94.35,95.59,93.91,95.14,863900
2020-10-14,92.76,95.34,91.85,94.59,1070500
2020-10-15,92.99,94.75,91.8,94.35,923200
