Date,Shares
2015-07-10,99150000
2016-07-25,99161700
2017-04-17,106915000
2017-06-13,107393000
2017-07-21,107488000
2017-08-07,107526000
2017-09-25,107526000
2017-09-27,107526000
2017-09-28,107526000
2017-09-29,107526000
2017-10-02,107526000
2017-10-03,107526000
2017-10-12,107526000
2017-10-13,107526000
2017-10-18,107526000
2017-10-19,107526000
2017-10-23,107526000
2017-10-24,107526000
2017-10-25,107526000
2017-10-31,107526000
2017-11-01,107526000
2017-11-06,107710000
2017-11-09,107710000
2017-11-10,107710000
2017-11-15,107710000
2017-11-28,107710000
2017-11-30,107710000
2017-12-01,107710000
2017-12-06,107710000
2017-12-07,107710000
2017-12-11,107710000
2017-12-14,107710000
2017-12-18,107710000
2017-12-20,107710000
2017-12-21,107710000
2017-12-26,107710000
2017-12-30,107710000
2018-01-02,107710000
2018-01-03,107710000
2018-01-06,107710000
2018-01-18,107710000
2018-01-22,107710000
2018-01-23,107710000
2018-01-24,107710000
2018-01-25,107710000
2018-01-26,107710000
2018-01-29,107710000
2018-01-31,107710000
2018-02-01,107710000
2018-02-02,107710000
2018-02-03,107710000
2018-02-06,107710000
2018-02-07,107710000
2018-02-12,107788000
2018-02-13,107788000
2018-02-15,107788000
2018-02-20,107788000
2018-02-22,107788000
2018-02-23,107788000
2018-02-27,107788000
2018-03-05,107788000
2018-03-06,107788000
2018-03-07,107788000
2018-03-08,107788000
2018-03-09,107788000
2018-03-12,107788000
2018-03-19,107788000
2018-03-23,107788000
2018-03-24,107788000
2018-03-25,107788000
2018-03-26,107788000
2018-04-02,107788000
2018-04-04,107788000
2018-04-05,107788000
2018-04-06,107788000
2018-04-07,107788000
2018-04-08,107788000
2018-04-10,107788000
2018-04-16,107788000
2018-04-24,107788000
2018-04-30,107788000
2018-05-03,107788000
2018-05-04,107788000
2018-05-07,107788000
2018-05-08,107788000
2018-05-10,107788000
2018-05-14,107788000
2018-05-21,107788000
2018-05-24,107788000
2018-05-25,107788000
2018-05-29,107788000
2018-05-30,107788000
2018-06-04,107788000
2018-06-07,107788000
2018-06-08,107788000
2018-06-11,107788000
2018-06-13,107788000
2018-06-14,107788000
2018-06-17,107788000
2018-06-18,122074000
2018-06-25,122074000
2018-07-02,107788000
2018-07-05,107788000
2018-07-06,107788000
2018-07-07,107788000
2018-07-08,107788000
2018-07-09,107788000
2018-07-16,107788000
2018-07-19,107788000
2018-07-23,107788000
2018-07-27,122081000
2018-07-28,122081000
2018-07-29,122081000
2018-07-30,122081000
2018-07-31,122081000
2018-08-01,122081000
2018-08-02,122081000
2018-08-07,122081000
2018-08-08,122081000
2018-08-09,122081000
2018-08-13,122081000
2018-08-17,122081000
2018-08-20,122081000
2018-08-25,122081000
2018-08-27,122081000
2018-08-30,122081000
2018-09-05,122081000
2018-09-06,122081000
2018-09-07,122081000
2018-09-12,122081000
2018-09-14,122081000
2018-09-15,122081000
2018-09-16,122081000
2018-09-18,122081000
2018-09-19,122081000
2018-09-24,122081000
2018-09-26,122081000
2018-09-27,122081000
2018-10-02,122081000
2018-10-04,122081000
2018-10-05,122081000
2018-10-08,122081000
2018-10-12,122081000
2018-10-14,122081000
2018-10-15,122081000
2018-10-16,122081000
2018-10-18,122081000
2018-10-20,122081000
2018-10-22,122081000
2018-10-23,122081000
2018-10-29,122081000
2018-10-30,122081000
2018-11-01,122081000
2018-11-02,122081000
2018-11-04,122081000
2018-11-05,122081000
2018-11-06,122081000
2018-11-07,122081000
2018-11-09,122081000
2018-11-12,122081000
2018-11-14,122081000
2018-11-15,122081000
2018-11-19,122279000
2018-11-21,122279000
2018-11-22,122279000
2018-11-26,122279000
2018-11-28,122279000
2018-11-29,122279000
2018-12-02,122279000
2018-12-03,122279000
2018-12-04,122279000
2018-12-06,122279000
2018-12-07,122279000
2018-12-09,122279000
2018-12-10,122279000
2018-12-11,122279000
2018-12-12,122279000
2018-12-14,122279000
2018-12-16,122279000
2018-12-17,122279000
2018-12-19,122279000
2018-12-21,152175008
2018-12-30,152175008
2019-01-05,152175008
2019-01-07,152175008
2019-01-09,152175008
2019-01-10,152175008
2019-01-12,152175008
2019-01-14,152175008
2019-01-16,152175008
2019-01-17,152175008
2019-01-20,152175008
2019-01-22,152175008
2019-01-24,152175008
2019-01-25,152175008
2019-01-26,152175008
2019-01-28,152279008
2019-01-30,152279008
2019-02-04,152279008
2019-02-07,152279008
2019-02-10,152279008
2019-02-13,155534000
2019-02-15,155534000
2021-01-27,63549900
2021-02-03,63404900
2021-02-24,63228400
2021-03-02,63783800
2021-03-17,63783800
2021-03-30,63783800
2021-04-07,63783800
2021-04-14,64673100
2021-04-23,63090500
2021-04-24,62971600
2021-04-27,64673100
2021-05-11,64684400
2021-08-10,65675700
2021-08-27,66119100
2021-08-28,65675700
