Date,Dividend,Split
2002-08-20,,2
2003-08-22,,2
2010-03-11,0.007,
2010-05-13,0.007,
2010-08-12,0.007,
2010-09-03,,2
2010-11-10,0.007,
2011-02-17,0.007,
2011-05-12,0.012,
2011-08-11,0.012,
2011-11-09,0.012,
2012-02-23,0.012,
2012-05-17,0.02,
2012-08-16,0.02,
2012-11-15,0.02,
2013-02-21,0.02,
2013-05-16,0.026,
2013-08-15,0.026,
2013-09-27,,2
2013-11-14,0.026,
2014-02-20,0.026,
2014-05-15,0.032,
2014-08-14,0.032,
2014-11-13,0.032,
2015-02-19,0.032,
2015-05-14,0.04,
2015-08-13,0.04,
2015-11-12,0.04,
2016-02-18,0.04,
2016-05-12,0.048,
2016-08-11,0.048,
2016-11-09,0.048,
2017-02-23,0.048,
2017-05-18,0.054,
2017-08-17,0.054,
2017-11-17,0.054,
2018-02-23,0.054,
2018-05-25,0.062,
2018-08-24,0.062,
2018-11-23,0.062,
2019-02-22,0.062,
2019-05-24,0.07,
2019-08-23,0.07,
2019-11-22,0.07,
2020-02-21,0.07,
2020-05-22,0.07,
2020-08-21,0.08,
2020-11-20,0.08,
2021-02-19,0.104,
2021-05-21,0.104,
2021-08-20,0.104,
2021-11-19,0.104,
2022-02-17,0.184,
2022-05-24,0.184,
2022-08-19,0.184,
2022-11-18,0.184,
2023-02-24,0.206,
2023-05-26,0.206,
2023-08-25,0.206,
2023-11-24,0.206,
2024-02-23,0.22,
2024-05-24,0.22,
2024-08-26,0.22,
2024-11-25,0.22,
2024-12-20,,5
2025-02-26,0.23,
2025-05-28,0.23,
2025-08-25,0.23,
2025-11-24,0.23,
2026-02-24,0.24,
2026-05-27,0.24,
2026-08-24,0.24,
