Date,Dividend,Split,DividendRaw
1995-02-23,0.44,,
1995-05-25,0.44,,
1995-08-30,0.44,,
1995-11-29,0.44,,
1996-02-28,0.44,,
1996-05-29,0.44,,
1996-08-28,0.25,,
1996-11-26,0.25,,
1997-02-26,0.25,,
1999-11-29,0.1,,
2000-03-02,0.1,,
2000-05-30,0.1,,
2000-08-30,0.1,,
2000-11-29,0.1,,
2001-02-27,0.1,,
2001-05-30,0.1,,
2001-08-29,0.125,,
2001-11-28,0.125,,
2002-02-27,0.125,,
2002-05-29,0.125,,
2002-08-28,0.138,,
2002-11-26,0.138,,
2003-02-26,0.138,,
2003-05-28,0.138,,
2003-08-27,0.15,,
2003-11-26,0.15,,
2004-02-26,0.15,,
2004-05-27,0.15,,
2004-08-30,0.163,,
2004-11-29,0.163,,
2005-02-25,0.163,,
2005-05-27,0.163,,
2005-08-30,0.175,,
2005-11-29,0.175,,
2006-02-27,0.175,,
2006-05-30,0.175,,
2006-08-30,0.188,,
2006-11-29,0.188,,
2007-02-27,0.188,,
2007-05-30,0.188,,
2007-08-29,0.2,,
2007-11-28,0.2,,
2008-02-27,0.2,,
2008-05-28,0.2,,
2008-08-27,0.213,,
2008-11-26,0.213,,
2009-02-25,0.238,,
2009-05-28,0.238,,
2009-08-28,0.238,,
2009-11-27,0.238,,
2010-02-25,0.256,,
2010-05-27,0.256,,
2010-08-30,0.256,,
2010-11-29,0.256,,
2011-02-25,0.275,,
2011-05-27,0.275,,
2011-08-30,0.275,,
2011-12-27,0.275,,
2012-02-28,0.294,,
2012-05-30,0.343,,
2012-08-29,0.343,,
2012-11-28,0.343,,
2013-02-27,0.367,,
2013-05-29,0.367,,
2013-09-12,0.368,,
2013-12-11,0.368,,
2014-02-27,0.393,,
2014-05-28,0.393,,
2014-09-11,0.393,,
2014-12-11,0.393,,
2015-02-26,0.418,,
2015-05-27,0.418,,
2015-09-10,0.418,,
2015-12-10,0.418,,
2016-02-29,0.445,,
2016-05-26,0.445,,
2016-09-15,0.445,,
2016-12-14,0.445,,
2017-02-28,0.475,,
2017-05-26,0.475,,
2017-09-18,0.475,,
2017-12-15,0.475,,
2018-03-05,0.505,,
2018-05-23,0.505,,
2018-09-20,0.505,,
2018-12-17,0.505,,
2019-03-04,0.535,,
2019-05-22,0.535,,
2019-09-19,0.535,,
2019-12-19,0.535,,
2020-03-03,0.568,,
2020-05-19,0.568,,
2020-09-16,0.568,,
2020-12-21,0.568,,
2021-03-03,0.603,,
2021-05-19,0.603,,
2021-09-15,0.603,,
2021-12-16,0.603,,
2022-03-02,0.638,,
2022-05-18,0.638,,
2022-09-23,0.638,,
2022-12-15,0.638,,
2023-03-01,0.675,,
2023-05-17,0.675,,
2023-09-22,0.675,,
2023-12-15,0.675,,
2024-03-04,0.715,,
2024-05-15,0.715,,
2024-09-23,0.715,,
2024-12-18,0.715,,
2025-03-04,0.753,,
2025-05-15,0.753,,
2025-09-22,0.753,,
2025-12-17,0.753,,
2026-03-05,0.788,,
2026-05-18,0.788,,
2026-09-21,0.788,,
