Date,Dividend,Split
1995-02-27,0.363457,
1995-05-26,0.404543,
1995-07-31,,1.5
1995-09-06,0.402963,
1995-12-06,0.402963,
1996-03-06,0.402963,
1996-06-05,0.402963,
1996-09-04,0.474074,
1996-12-04,0.474074,
1997-03-05,0.474074,
1997-06-04,0.530963,
1997-07-28,,1.5
1997-09-03,0.533333,
1997-12-03,0.533333,
1998-03-04,0.533333,
1998-06-03,0.533333,
1998-08-03,,1.5
1998-09-02,0.618667,
1998-12-02,0.618667,
1999-03-03,0.597333,
1999-06-02,0.597333,
1999-08-02,,1.25
1999-09-01,0.666667,
1999-11-30,0.666667,
2000-03-01,0.666667,
2000-05-31,0.666667,
2000-07-31,,1.5
2000-08-30,0.74,
2000-11-29,0.74,
2001-02-28,0.74,
2001-05-30,0.74,
2001-08-07,0.84,
2001-12-05,0.84,
2002-02-27,0.84,
2002-06-05,0.86,
2002-09-04,0.94,
2002-12-04,0.96,
2003-03-05,0.94,
2003-06-04,0.94,
2003-09-03,1.3,
2003-12-03,1.3,
2004-03-03,1.3,
2004-06-02,1.5,
2004-09-01,1.5,
2004-12-01,1.5,
2005-03-02,2.5,
2005-06-01,2.5,
2005-08-31,3,
2005-11-30,3,
2006-03-01,3,
2006-05-31,3,
2006-08-30,3.3,
2006-11-29,3.3,
2007-02-28,3.3,
2007-05-30,3.3,
2007-09-05,4,
2007-12-05,4,
2008-03-05,4,
2008-06-04,4,
2008-09-03,4.4,
2009-07-01,,0.05
2011-01-20,8.7,
2013-09-10,0.1,
2013-12-03,0.1,
2014-03-07,0.125,
2014-06-06,0.125,
2014-09-09,0.125,
2014-12-02,0.125,
2015-03-10,0.125,
2015-06-09,0.125,
2015-09-10,0.28,
2015-12-03,0.28,
2016-03-10,0.32,
2016-06-09,0.32,
2016-09-13,0.32,
2016-12-06,0.32,
2017-03-13,0.32,
2017-06-12,0.32,
2017-09-14,0.32,
2017-12-07,0.32,
2018-03-14,0.32,
2018-06-13,0.32,
2018-09-14,0.32,
2018-12-11,0.32,
2019-03-14,0.32,
2019-06-13,0.32,
2019-09-16,0.32,
2019-12-11,0.32,
2020-03-13,0.32,
2020-06-12,0.32,
2020-09-16,0.32,
2020-12-11,0.32,
2021-03-15,0.32,
2021-06-14,0.32,
2021-09-15,0.32,
2021-12-15,0.32,
2022-03-16,0.32,
2022-06-15,0.32,
2022-09-15,0.32,
2022-12-14,0.32,
2023-03-16,0.32,
2023-06-15,0.36,
2023-09-14,0.36,
2023-12-13,0.36,
2024-03-13,0.36,
2024-06-14,0.4,
2024-09-16,0.4,
2024-12-16,0.4,
2025-03-17,0.4,
2025-06-13,0.45,
2025-09-16,0.45,
2025-12-16,0.45,
2026-03-16,0.45,
2026-06-15,0.5,
2026-09-16,0.5,
